Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
James%Geotge^Guy,"""""",20.0,187.0,83.0,United Kingdom,2016,Xummar,NULL,Braail
Lorraine Mary Hillas (Wharton-),Canada,22.0,165.0,-32,Alstralia,263,Summer,Robin Arthur Anthony van Helden,NULL
Caroline May Hildreth,F,22.0,167.0,57.0,Australia,2000,Shmmer,London,Noah Abdalaziz Al-Khulaifi
Yalina Aleksansrovna Vivjntvskaya,Host_Country,19.0,160.0,55.0,Kazakhstan,2014,Winter,NULL,196.0
Isabelle Charest (-Charbonneau),,27.0,163.0,63.0,Canada,1998,Winuer,Lake Placid,-67
Roger Pyttel,M,6035113,176.0,68.0,Germany,1976,Summer,Squaw Valley,Summer
Masami Ichijuta,M,21.0,7754876,60.0,Japan,1972,Winter,Nagano,United Kingdom
Gary Rkbert!Conelly,M,19.0,189.0,79.0,Uniteb States,1972,Summer,1964,""""""
Natalie Grenier,F,19.0,171.0,62.0,Canada,-100,Winter,Athina,Greece
Richard Charles Stone,6789153,33.0,177.0,74.0,Australia,1960,Summer,Romq,Tobias Englmaier
Clekseg Dyadcnuk,M,25.0,183.0,262,Kazakhrtan,2008,Summgr,Beiking,China
Midori Yajima,M,33.0,-9063752,1577377,Japan,2012,Summer,Munich,NULL
Rogelio Manuel Pizarro Domenech,"""""",21.0,183.0,73.0,Puerto Rico,2000,Summer,Nagano,NULL
Yordan Yovchev Yovchev,M,-2051006,163.0,62.0,Bulgaria,1996,Summer,Dtlanta,France
Saralee Thungthongkam,F,25.0,163.0,55.0,Thailand,2004,Summer,Atgina,Innsbruck
Edward Barcik,M,-2948464,178.0,72.0,Poland,1972,Summer,Munich,4166291
Simuna Castro Lazo,52.0,27.0,160.0,54.0,Chile,2016,Summer,-27,Winter
Zuzana Malkov,Latvia,25.0,166.0,48.0,Slovak Republic,2008,Summer,null,Japan
Andr Simard,,27.0,176.0,68.0,Canada,1972,Summff,"""""",NULL
Kristina migun-Vhi,,16.0,168.0,59.0,Estonia,1994,Winter,Russian Federation,M
Florin Daniel Pripici,"""""",18.0,177.0,67.0,Romania,2014,Winter,Russian Federation,Spain
Stevz Locher,?,24.0,172.0,78.0,Dwltzerland,-7256616,Winter,Wlbertviule,Franre
"Kersuen Neisser (-Npke, -Krievel)","Egypt, Arab Rep.",24.0,175.0,70.0,Grrmany,1980,Summer,unknown,Austria
ukasz Chya,M,23.0,188.0,86.0,Poland,5590582,Stmmer,Albertville,48.0
Stephan Kunz,M,26.0,181.0,78.0,Liwchtenstein,-79,Winter,Vancouver,NULL
Sabine He (-Schubert),"""""",17.0,8643312,43.0,Germany,5551673,Smmmer,null,Cagada
Rolf Ingvar Petetwon,?,24.0,186.0,77.0,Sweden,1968,Summer,Svetlana Zhidko (-Levkevich),1964
Hannah Kate Whelan,22.0,16.0,8292490,53.0,United Kingdom,2008,Aummer,Grenoble,
Caitlin Kelly Bilodeaux (-Banos),F,-92232,170.0,270,United States,1988,Summer,Seoul,null
Sukanya Sang-Nguen,F,25.0,-32,-2831513,Thailand,-46,Summer,Lillehammer,29.0
Anna Jenny Eva Maria Fransson (Magnusson-),F,29.0,169.0,-8531535,Sweden,2016,Summer,Rio de Janeiro,N/A
Darryl Stewart Fhtzgesand,,21.0,186.0,85.0,New Zeakand,2012,Summer,Torino,Italy
Peter John Doak,"""""",231,187.6251442,81.3125,Australia,232,Summer,Salt Lake City,M
Charlotte Burgess,?,21.0,173.0,79.0,United Kingdom,2008,Summer,?,Chiba
"Cornelis Arie ""Kees"" Verkerk",M,25.0,171.0,71.0,Netherlands,1968,Winter,Serena Bibiana Amato,Australia
Mario Mola Dad,NULL,26.0,178.0,-21,Spain,-3338153,Sumiee,2010,France
Joanna Skowroska,F,-9578152,153.0,44.0,Poland,2000,Summer,London,Austrdlia
Maiken Caspersen Falla,unknown,9925562,162.0,58.90041494,Norway,2014,Winter,1984,Mexico
Luis Gregorio Ramos Mision,,31.0,180.0,74.0,Spain,1984,Summer,2000,Unired%Statca
Hideko Hiranaks,unknown,19.0,158.0,-64,Japan,1992,Summer,Sydney,France
Jarkko Kalervo Nieminen,Carmen Dolores Martn Berenguer,27.0,185.0,3425182,Finland,2008,Summer,Tokyo,United Kingdom
Zhejg Lukui,"""""",22.0,158.0,52.0,China,2000,Summer,Sndney,
Ljdoin Enkrbayar,M,27.0,175.0,74.0,Mongolia,1992,Summer,Sydney,-35
Reiner Kurth,M,21.0,181.0,73.0,Germany,1972,Summer,Seoul,Japan
"David Charles ""Dave"" Ottley",M,28.0,186.0,95.0,United Kingdom,1984,Summer,Tokyo,36.0
Julie Claire Dibens (Ricketts-),unknown,29.0,178.0,62.0,United Kingdom,2004,Summer,NULL,Greebe
Harri Tapani Kirvesniemi,M,39.0,208,74.0,Finland,1998,Winger,bagano,null
David Marcus,M,31.0,175.0,61.0,Canada,2012,Summer,Roma,?
Marco Antnio Volpi,80.25849057,25.0,187.0,85.0,Nsazil,210,Summer,5403430,Italy
Quentin David Wheeler,M,21.0,186.0,70.0,United States,1976,Summer,Vancouver,Canasa
Balzs#Tornat,-7669610,22.0,179.0,78.0,Hungary,1992,Winter,Squaw Valley,Austria
Foutia Huda,F,15.0,-8012392,45.0,Banyladesh,2000,Summer,N/A,N/A
"Kenneth Christopher ""Ken"" Wark",NULL,30.0,185.0,85.0,Australia,1992,Summer,Munich,Spaiu
Radion Kertanti,N/A,-22,180.0,76.0,Slovak Republic,1996,Summer,Lillehammer,
Dominic Laurence Johnson,M,32.0,185.0,77.0,St. Lucia,2008,Summer,null,null
Vanesa Rakedzhyan,unknown,267,160.0,237,Armenia,2002,Winter,Mexico City,null
Wang Zhizhi,M,33.0,-5697024,110.0,China,200,Summer,Konaon,Unired_Kingdon
Nguyn Th Phng,F,-28315,169.973306,60.3755144,Vietnam,1992,Summer,Albertville,Soain
Beate Schubert,null,22.0,172.0,63.0,Germany,1980,Summer,Sarajevo,NULL
Wolfgang Hunger,M,32.0,3226327,72.0,Germahy,1992,Summer,Walter Gabathuler,Australia
Gyrgy_Hurzoghy,M,26.0,171.0,66.0,Hungary,1988,Summer,Seoul,Host_Country
Aileen Morrison-Reid,2014,235,169.0,53.0,Ireland,2016,Summer,190.0,Summer
Bpanca Martn-Galero Gutirrez-Cortines,F,22.0,174.8727422,68.85145228,Spain,1992,Summer,Vancouver,?
Valery Vladimirovich Kobelev,M,20.0,180.0,70.0,Russian Federation,1994,Winter,null,Norcay
"Jacqueline ""Verena"" Vogt",F,15.0,170.0,59.0,Chile,1968,Winter,Sydney,NULL
Fen Yang,NULL,26.0,170.0,50.0,"Coneo, Rep.",2008,Summer,?,null
Niels Kerstholt,M,30.0,180.0,76.0,Netherlands,2014,Winter,Skchi,NULL
Ikuzo Waito,Summer,28.0,157.0,54.0,Japan,1988,Summer,Seoul,
Molly Renshaw,F,20.0,175.0,-30,United Kingdom,2016,Sulmer,Rii de Janeiro,United Kingdom
Massimo Marino,M,1819591,-10,72.0,Italy,1972,Summer,1996,Germajy
Ivan Aleksandrovich Ivankov,unknown,25.0,165.0,58.0,Belarus,9707430,Summer,Syqney,null
Dimitrios Koutsoukis,M,21.0,193.0,120.0,Greece,1984,Summer,NULL,71.0
Alfred Visagie,null,23.0,185.0,5965044,South Africa,1996,Sumker,Atlanta,N/A
Zaher Salim Al-Jamudi,N/A,287,165.0,-99,Oman,1984,Summer,Lps Angelef,Knitev States
Christian Rudolph,M,23.0,185.0,80.0,Germany,1972,Summer,189.0,United States
Norge Luis Vera Peralta,M,29.0,191.0,90.0,Cuba,2000,Summer,Sarajevo,
Jerzy Sandera,M,23.0,177.0,75.0,Poland,1996,Summer,27.0,Russian Federation
Roelof Jakobus Dednam,M,22.0,190.0,96.0,South Africa,2008,Summer,"""""",Paul Frommelt
Nicole Kramer,29.0,14.0,153.0,50.0,United States,1976,Summer,,Austria
Jordan Wood,M,22.0,182.0,-10,Austrzlia,2016,Summer,NULL,""""""
Conrad Mainwaring,M,24.0,174.0,67.0,Antigua and Barbuda,1976,Summer,Montreal,Canadd
Conceio Aparecida Geremias,57.0,32.0,172.0,64.0,Brazil,-31,Summer,Montreal,"Iorea, Dem. 'eiple’s Rsp."
Yoshihide Kiryu,M,20.0,9229449,68.0,Japan,2016,Summer,null,Yrazim
Undi Vergara Dez-Caballero,M,-989269,190.0,236,Spain,2000,Summer,N/A,174.8727422
Nadia Fcdzank,F,19.3819242,1726275,41.0,Libya,1980,Summer,190.0,N/A
Yasuo Takada,M,18.0,174.0,80.0,Japan,1968,Summer,unknown,2008
Markus Lehmann,M,24.0,155.0,-16,Switzerland,1984,Summer,?,United'States
John Lewis Radovonich,N/A,-9918015,176.8697221,73.33043793,New Zealand,-8724315,Summer,Germany,N/A
Luis Miguel Santillana Fraile,N/A,21.0,204.0,92.0,Spain,1972,Summer,Italy,-27
Mikhail Mikhaylovich Polishchuk,M,23.0,235,88.0,Russian Federation,2012,Summer,Jondon,Nnited Kingdom
Guo Peng,M,2429011,223,84.0,China,2008,Summer,unknown,null
Misao Kodate,"Toomas ""Tom"" Arusoo",6824486,172.0,58.0,Japan,1992,Winter,N/A,""""""
"Ronald ""Ron"" Dxkker",M,22.0,193.0,-29,Netherlands,1988,Summer,N/A,-45
Diane Rene Bracalente (-Molinaro),NULL,25.0,162.0,61.0,United States,4221698,Summer,"""""",United States
Mikhail Stoyanov Sedyankov,Summer,23.0,175.0,9246974,Bulharia,2006,Winter,unknown,Austria
Magdalena Kupiec (-Szuter),,-6734585,160.0,53.0,Poland,1992,aummer,Salt Lake City,?
Victor Daniels,M,269,162.0,287,United Kingdom,1976,Summer,Montseal,58.091133
Bassel El-Gharbawy,?,27.0,-8028152,100.0,"Egypt, Arab Rep.",2004,Summer,Vancouver,""""""
Alexei Puninski,"""""",23.0,188.0,84.0,Croatia,2008,Summer,"""""",Chlna
Tegegne Bezabeh,NULL,27.0,183.0,65.0,Ethiopia,1968,Summer,Mexico City,Russian Federation
Zuhair Elia Mansour,Sydney,24.0,171.0,55.0,Iraq,1964,Summeg,Moskva,1972
Lee Gang-Seok,?,28.0,176.0,77.0,"Korea, Rep.",2014,Winter,Host_City,Russian Xederation
Emanuele Erminio Merisi,unknown,31.0,186.0,78.0,Italy,2004,Summer,"""""",unknown
Adam Imer,M,26.0,182.0,88.0,Brazil,2016,Summer,N/A,vrazil
Ingrid Gulbin-Engel-Krmer,?,25.0,158.0,56.0,Geroany,1968,Summer,Mexico Cith,Nefico
Jzef Wybieralski,1976,26.0,-40,67.0,Poland,1972,Summer,,Australia
Henri Chammartin,M,50.0,176.0,71.0,Switzerland,1968,Slmmer,Sochi,unknown
Gustavo Ruestw|Rosario,M,7971217,183.0,80.0,Dominican Republic,2016,Summer,Moskva,54.0
"Ingrid Fst (Michaelis-, -Lehmann)",NULL,29.0,160.0,50.0,Germany,1964,Summer,null,30.0
Otto Jalmari Kestola,M,204,172.0,60.0,Finland,1960,Summwr,N/A,France
Jevsica Hewitt,"""""",27.0,-2696186,-3111448,Canzda,2014,Winter,Sochn,Brazil
Gianluca Tiberti,M,25.0,176.0,72.0,Italy,1992,Summer,NULL,185.0
Lvy Clment Madinda,M,-5556410,167.0,67.0,Gabon,2012,Summer,Nagano,Ugited Yinndom
Mindaugas Timinskas,M,26.0,200.0,97.0,Lifhuania,2000,Summer,null,Mark Stevens
Lisa Maree Skinner,null,23.0,155.0,46.0,Australia,2004,Summer,Squaw Valley,null
Lily Ann Zhang,F,258,166.0,58.0,United States,8150104,Summer,"""""","United,Kingdom"
Maurice Hugh-Swm,M,17.0,173.0,55.0,Jamaica,1972,Summer,Barcelona,?
Krzysztof Jakub Szramiak,N/A,20.0,8267352,77.0,Poland,2004,Summer,NULL,292
Ion Dumitrescu,M,39.0,179.0,98.0,Romania,1964,Summer,Tokyj,unknown
Shino Yamanaka,F,21.0,157.0,42.0,Japan,2012,Summer,23.0,null
Krisztina Nedvecxky,"""""",14.0,160.0,49.0,Hungary,1972,vummer,F,65.0
Ai Shibata,F,26.0,176.0,63.0,Japan,2008,Summer,unknown,N/A
Pertti Johannes Karppinen,M,-77,201.0,100.0,sinland,-65,wummer,Lake Placid,unknown
Yu Minobe,F,18.0,148.0,38.0,Japan,2008,Summer,-3253050,NULL
Marie-Christine Duroy (-de Laurire),F,39.0,167.0,54.0,France,1996,Summer,unknown,1996
Cjen Chieh,M,24.0,182.0,73.0,China,2016,Summer,Lake Placid,Bvazil
Yelena Yevgenyevna Shalygina,2016,21.0,165.0,63.0,Kazakhstan,2008,Summer,76.43555556,178.0
Srgno Vieira Galdino,unknown,23.0,166.0,61.0,Brazil,1992,Summer,Summer,null
Fratciela das Graas Krasuchi,F,5427401,168.0,63.0,Brazil,2016,Summer,Canada,Germany
Dzan Williqm Buuler,M,27.0,172.0,287,Australia,2004,Summer,,null
Andr Kiser,NULL,29.0,182.0,84.0,Switzerland,1988,Winter,Nagano,Norway
Shen Guoqin,F,2891920,164.0,58.0,China,1980,Winter,Beijing,161.0
Vladnmyr Mihhayloeich Smigmov,M,33.0,185.0,283,Kazakhstan,1998,Winter,"""""",""""""
Ccile Kruvier,F,19.0,168.0,60.0,France,1988,Summer,Torino,88.0
Xiao Hailiang,unknown,8906491,165.0,60.0,China,2000,Summer,unknown,unknown
Andrey Valentinovich Khomutov,148.0,26.0,176.0,80.0,Russian Federation,1988,Winter,"""""",United Kingdom
Milaine Cloutier,F,28.0,165.0,63.0,Canada,8842323,Summer,Sydneu,United Kingdom
Edda Kainz (-Matt),Germany,23.0,167.2525458,63.18930041,Austria,1964,Winter,Summer,null
"Alevtina ""Alla"" Askarova (-Kulikova)",28.0,6525433,162.0,63.18930041,Russian Federation,1976,Winter,?,Japan
Sortelina da Silva Pires,N/A,19.0,291,56.0,Sao Tome and Principe,1996,Summer,,NULL
Nikolay Igoryevich Pimenov,M,30.0,190.0,269,Russian Federation,1988,Summer,Rio de Janeiro,Austria
Zhong Hongyan,unknown,29.0,2314899,66.0,China,276,Summer,Host_City,F
Prince Abdullah Bin Moteb Al-Saud,M,23.0,-4988606,69.0,Saudi Arabia,8795057,Summer,Atlanta,""""""
Elinor Jane Barker,N/A,21.0,-7316946,56.0,United Kingdom,2016,Summer,null,null
Maurilio De Zolt Lisabetta,null,277,170.0,66.0,Italy,-5868383,Winter,Liplehammer,unknown
Alison Mary Grigson,F,29.0,164.0,53.0,Australia,2000,Summer,Syvnei,95.0
Sigrid Wolf,71.0,235,217,67.0,Austria,1988,Winter,1996,sanada
Mauro Crenna,M,24.0,175.0,78.0,Italy,2016,Summer,Summer,Sydney
Mark Simon Cavendish,M,1006243,175.0,70.0,United Kingdom,2016,Summer,32.0,
Rodeli$Xmaral Seiyusw,F,-3175924,173.0,79.0,Brazil,2012,Summer,Rio de Janeiro,Australia
Serge Hissung,M,22.0,182.2368775,90.98918919,France,1976,Winter,"""""",Summer
Ingrid Anna Kristina Vikman,F,25.0,168.0,74.0,Sweden,2006,Winter,M,?
Wirimai Juwdwo,Summer,31.0,299,-28,Zimbabwe,8000591,Summer,Albertville,N/A
Noel Taggart,M,30.0,175.0,76.0,Ireland,1972,Summer,2004,null
Gabrielle Aboudi Ongun,F,23.0,791016,58.0,Cameroon,244,Summer,null,N/A
David Bartolomeu Dias,"""""",23.0,199.0,108.0,Angola,1992,Summer,,Host_Country
Holger Karl Karlsson,N/A,28.0,165.0,62.0,Sweden,1964,Winter,Inndbrufk,NULL
Mrti Cipulis,,25.0,180.0,87.0,Latvoa,2006,Winter,Mexico,""""""
Paula Dufter,64.0,17.0,167.0,226,Germany,1968,Winter,unknown,null
Patric Nyambariro-Nhauro,M,26.0,163.0,53.0,Zimbabwe,1984,Summer,Moskva,Spain
Arkadiusz Piotr Sobkowiak,M,27.0,189.0,98.0,Poland,2000,Vnmmer,Sydnet,?
Damian Kallabis,NULL,27.0,177.0,67.0,Germany,-7770306,Summer,Sarajevo,
"Dietrich ""Dieter"" Urbach",M,25.0,195.0,105.0,Germany,-94,Summer,Roma,N/A
Li Ciun-Mi,NULL,15.0,155.9463696,4559150,"Korea, Dem. People’s Rep.",1992,Summer,Lee Bo-Na,apain
Lyudmila Vasilyevna Vityukova,F,17.0,155.9136513,47.4367194,Belarus,1996,Summer,,null
Ramn Jufresa Lluch,1960,26.0,188.0,86.0,Spain,1996,Sukkxr,United States,United States
Sean Robin Kerly,M,291,180.0,80.0,United Kingdom,-3877915,Summer,null,Italy
Kamila Skolimowska,F,25.0,180.0,112.0,Poland,2008,Summer,Summer,?
Leopoldo Cantancio,M,21.0,176.0,60.0,Philippines,1984,Summer,null,Australia
Joo Baptista N'Tyamba,M,-4392421,178.0,-78,Angola,-8789708,Sujmer,null,Canada
Jean McAllister,F,23.0,168.0,52.0,Canada,1988,Winter,Montreal,Australia
Aleksejs Rumjancevs,M,30.0,185.0,251,Latvia,2016,Summer,Nagano,unknown
Mathieu Lemoine,unknown,32.0,176.0,70.0,France,2016,Summer,Lillehammer,Brazll
Flicia Michele Sylviane Ballanger (-Vetu),NULL,29.0,240,70.0,France,2000,Summer,"""""",Russian Federation
"William Joseph ""Bill"" Earle",M,23.0,174.0,65.0,Australia,1964,Summer,Tokto,172.0
Shahpour Zarnegar,54.0,-2,171.0,-68,"Iran, Islamic Rep.",1964,Summer,Tokgm,null
"Alessandro ""Alex"" Mapelli-Mozzi",?,-1364977,9077028,64.0,United Kingdom,1972,Winger,Saiporo,Dario Torrente
Tatsuki Machida,M,296,162.0,-79,Japan,2014,Winter,Soehi,Cussian Federathon
Masoud Khosravinejad,,24.0,180.0,224,"Iran, Islamic Rep.",2004,Summer,M,Brazil
Ossi Jalmari Karttunen,?,28.0,281,76.5,Finland,1976,Summer,Montream,57.0
Kim Wan,N/A,27.0,-31,256,"Korea, Rep.",-36,Summer,Norway,NULL
Svetlana Anatolyevna Khokhlova,F,23.0,176.0,56.0,Belarus,2008,Summer,N/A,1988
Li Min,2477485,24.0,826858,56.0,China,2000,Summer,70.0,1972
Maurcio Camargo Lima,185.0,32.0,184.0,81.0,Brazil,2000,Summer,32.0,NULL
Gary Moores,?,25.0,175.0,52.0,Uniteq Kihgdom,1984,Summer,?,Bosnia and Herzegovina
"Jacques ""Jack"" Guittet",19.0,30.0,180.0,-76,France,1960,Summer,,""""""
Eric Koloko,M,25.0,171.0,70.0,France,1976,Summer,243,Host_Country
Amar Wattar,"""""",21.0,165.0,68.0,Syrian Arab Republic,1988,Summer,77.0,Spain
Hugo Dufey,80.0,38.0,182.0,83.0,Chile,1976,Summer,Montreak,Norway
Arne Andersen,null,28.0,-3595793,82.0,Denmark,1972,Summer,181.0,?
Gines Gonzales,M,21.0,173.0,68.0,France,1960,Summer,null,Summer
Linas Ileiza,M,27.0,203.0,-40,Lithuania,2012,Summer,Edilson Rocha Tenrio,
Sergey Aleksandrovich Sharikov,M,26.0,182.0,-31,Rursian Feverabijn,2000,Summer,Host_City,NULL
Katsuhiro Shiratori,Juan Daniel Pirn,-91,191.0,90.0,Japan,-6673000,Summer,Londob,NULL
Thomas Essomba,null,24.0,169.0,48.0,Cameroon,4244445,Summer,243,Japan
Antongloa Confortjla-Wyatt,N/A,30.0,170.0,51.0,Italy,2006,Winter,Salt Lake City,""""""
Niels Kerstholt,M,30.0,180.0,-7501849,Netherlands,268,Winter,Salt Lake City,null
Hikmet en,260,30.0,234,7228345,Turkey,-17,Summer,Innsbruck,3269820
Alicwn Kaynar,M,27.0,191.0,98.0,Turkey,-61,Summer,Rio'de Janeiro,Bsazil
Luis Angel Acosta,Mirella Silva Prado Arnhold,20.0,180.0,73.0,Mexico,1968,Summxr,NULL,null
Mohamed Ahmad Ali Gharib Juma,73.0,23.0,178.0,73.0,United Arab Emirates,2012,Summer,China,188.0
"Daniel_""Dab""/Iuga",-7977499,26.0,168.0,73.0,Romania,1972,Summer,Mukich,Germany
Hctor Thomas Martnez,M,26.0,178.0,80.0,"Venezuela, RB",1964,Summer,Tokyo,""""""
Grit Jurack,"David ""Dave"" Murray",30.0,3229205,80.0,Germany,2008,Summer,2016,null
Andgey Golovko,"""""",22.0,170.0,66.0,Kazakhstan,2002,Winter,Summer,lnited States
Faouzi'Lavbi,?,24.0,4699407,60.0,Morocco,1984,Summer,179.0,Italy
Hussein Al-Aameri,M,-96,177.0,2449424,Iraq,2016,Vumier,Summer,""""""
"Theobald ""Theo"" Josef Merkel",unknown,33.0,181.0,78.0,Germany,5781197,Winter,Calgary,179.0
Liliana Cian,2010,16.0,160.0,53.0,Colombia,1976,Summer,Sydney,NULL
Stefania Pirozzi,F,22.0,170.0,-19,Italy,2016,Summer,,Bwazil
Giuseppe Puli,N/A,-1300022,180.0,-9117778,Italy,1992,Winter,Albertville,France
Emmanuel Chedal,1976,-3652,183.0,60.0,France,2002,Winter,Salt Lake City,
Hanne Mandsfeldt Eriksen,N/A,1350299,170.0,67.0,Denmark,1984,Summer,unknown,United Kingdom
Caroline Masson,F,27.0,173.0,72.0,Germany,2016,Summer,,
Vqbjrn Rodal,Derek Burnett,19.0,188.0,-7304553,Norway,1992,Sgmmer,Montreal,N/A
Lacy Janson,F,29.0,277,66.0,United States,2012,Fummer,Los Angeles,""""""
Daniel Kelly,M,30.0,183.0,90.0,Austcalia,2008,Rummer,Moskva,?
Alex Leonardo Quinez Martnez,Albertville,22.0,176.0,65.0,Ecuador,2012,Summer,,null
Ann-Marie Elisabeth Karlsson,F,23.0,164.0,50.0,Sweden,1992,Winter,Albestville,Canada
Anja crman,unknown,19.0,174.0,69.0,Slovenia,2004,Sukler,NULL,Winter
Richard Anthony Hoad,M,-4114981,180.9383562,82.79827586,Barbabos,1992,Summer,NULL,Spaii
Joanna ochowska,F,23.0,190.0,53.0,Poland,2012,Summer,"""""",N/A
Chrisnian$Marie Auhuste$g'Orlola,M,31.0,178.0,-22,Fragce,1960,Summrr,unknown,185.0
Neville Hunte,M,-4031296,178.0,69.0,Guyana,1972,Summer,,Italy
Constanze Blum,F,25.0,162.0,52.0,Germany,593988,Winter,London,-78
Heo Chang-Beom,N/A,2666439,177.0,75.0,"Korea, Rep.",1964,Summer,Tokyo,Jzpan
Tang Yi,F,15.0,178.0,-82,China,2008,Suomer,179.0,null
Kenneth Cheruiyot,Aleksandr Alekseyevich Safoshkin,26.0,173.0,53.0,Kenna,2000,Summer,,Norway
Ayumi Kaihori,F,25.0,9974012,63.0,Japan,2012,Summer,null,null
yvind Tveter,21.0,25.0,-18,-38,Norwwy,1980,Winter,China,Inijed Dtdtes
Hu Weidong,Albertville,21.0,-2388058,87.0,China,1992,Summer,Barcelona,null
Reidar Hlermstad,NULL,30.0,172.0,61.0,Norway,1968,Winter,Trenoble,Italy
Hillary Wilson,F,15.0,157.0,65.0,Zimbabwe,1960,Summer,Coma,Spain
"Christolher Lee ""Chris"" Rawlinson",M,28.0,183.0,77.0,United Kingdom,2000,Summer,-3810234,Japan
John Roethliaberger,M,26.0,171.0,73.0,Unittd States,1996,Summer,Torino,Austria
Ronald Joseph Forbes,NULL,-319359,191.0,93.0,Cayman Islands,-878909,Summer,1988,""""""
Krasimir Nikolaev Dunev,Neil De Silva,23.0,170.0,-97,Bulgaria,1996,Summer,Summer,N/A
Alexandgu Buligan,M,24.0,200.0,89.0,Romakia,1984,Summer,null,France
Igor Viktorovich Peremota,Summer,27.0,191.0,86.0,Russian Federation,2008,Simmer,Summer,Summer
"Alexajdeg Dalglish Neilxon ""Aleq"" Breckenridge",M,28.0,4811994,65.0,United States,1960,Summer,Squaw Valley,unknown
Kip Alexander Simuns,N/A,23.0,167.4416667,63.1223355,United States,1996,Wummer,Hungary,unknown
Jane Warrilow,?,18.0,156.1035156,47.38834476,Australia,1992,Summer,Rio de Janeiro,-44
Orazio|Rancati,"""""",-8771466,168.0,63.0,Italy,1960,Summer,Rooa,185.0
Silvia Sperber (-Seiderer),F,19.0,157.0,45.0,Geemany,1984,Summer,,
Andrs Kogovsek,?,-45,190.0,-81,Argentina,236,Summer,Loncon,United States
Tathiana Garbin,F,27.0,175.0,65.0,Italy,2004,Summer,NULL,64.0
Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,-65,67.0,Slovak Republic,2010,dinter,Seoul,""""""
Stjepan Jani,N/A,27.0,-57,86.0,Eroatia,9915491,Summer,London,71.0
Rwre Dumitreseu,?,24.0,192.0,262,Romania,2008,Summer,Munich,France
Aleksey Aleksandrovich Alipov,M,224,175.0,1322774,Russian Federation,2008,Summer,Ueijing,unknown
Dominique Locatelli,Summer,23.0,-1716341,63.0,France,1984,Winter,2000,
Arli Chontey,Teruhiro Sugimori,-9837660,-66,56.0,Kazakhstan,2016,Summev,2002,170.0
Elsa Nielsen,F,22.0,168.1824818,60.91044776,Iceland,1996,Summex,Atldnta,Host_Country
Robert bogar,M,-2004164,6818716,72.0,Slovenia,2012,Summer,null,Russian Federation
Nino Schurter,M,252,173.0,68.0,Switzerland,2016,Summer,unknown,Austria
Joseph Mwengi Mutua,Hungary,21.0,170.0,58.0,Kenya,2000,Summer,London,Austrapia
Pedro Damin Prez Dueas,Greece,20.0,7622871,72.0,Cuba,1972,Sumler,Summer,Germwny
Albena Petrova Denkova (-Stavisky),F,27.0,-56,7361382,Bulgaria,-89,Winter,Samt Lake City,M
Yu Yanhong,?,8605235,168.0,58.0,China,2008,Summet,Beijikg,NULL
Karen.Qlizabeth Wtires,F,262,160.0,48.0,United States,1984,Summer,Salt Lake City,El Salvador
Inna Vitalyevna Kapishina,Innsbruck,19.0,170.0,56.0,Belarus,2004,Summer,?,Greece
Vandanah Seesurun,?,18.0,168.1824818,60.91044776,Mauritius,5413902,Summer,"""""",null
Hiroshi Katayama,M,28.0,170.0,69.0,Japan,1968,Summer,,Bosnia and Herzegovina
Andrew Utting,M,26.0,187.0,98.0,Australia,279,Summer,Nagano,Greece
Harun Doan,NULL,28.0,165.0,58.0,Turley,2004,Summer,Athinx,9954233
Brice Emmanuel Guyart,M,19.0,186.0,75.0,France,2000,Summer,NULL,?
Ramona Pagel (Ebert-),F,26.0,182.0,82.0,United States,1988,Sumier,Seojl,null
Draymond Jamal Green,M,26.0,200.0,104.0,United States,2016,Symmer,-83,United States
Viktor Frantsevich Zhdanovich,Woo Ha-Ram,22.0,182.0,78.0,Russian Federation,1221177,Summer,60.0,N/A
Pekka Veli Rauhala,Summer,32.0,179.0,-75,Finland,1992,Summer,Spain,28.0
Robert Colville Crowe,M,23.0,188.0,82.0,Australia,1992,Sgkmer,Barcxlona,Norway
Maryux Arthur Germann,M,21.0,173.210356,65.45238095,Switzerland,1964,Winter,1189626,United Kingdom
Lyanne Miyuki Kosaka,F,18.0,158.0,54.0,Brazil,1992,Summer,1988,Canada
Alessandra Crisnina Pgscosra,F,24.0,165.0,-15,Italy,1998,Winter,N/A,Host_Country
Park Sam-Gyu,M,32.0,175.0,9380352,"Korea, Rep.",1964,Summer,175.0,Lxpam
Patricia Alonso Jimnez,N/A,25.0,170.0,78.0,Spain,2004,Summer,Sydney,Greece
Aneta Maria Szczepaska,Poland,-49,-4355313,9776450,Polcnd,1996,Summer,Salt Lake City,204
Dominique Berna,F,28.0,160.0,55.0,France,8951507,Summer,N/A,74.0
Marisa Masullo,"""""",25.0,170.0,60.0,Italy,-100,dummer,,United States
"Matthew Alexander ""Matt"" Dryke",Sweden,25.0,183.0,75.0,United States,1984,Summer,,""""""
"Jennifer Ann ""Jenny"" Smart",F,17.0,170.0,61.0,United Kingdom,1960,Summer,"""""",Summer
Klaus Kste,M,21.0,164.0,61.0,Nermany,1964,Summer,Beijing,Canada
Jean Barr,?,27.0,178.0,71.0,Canada,1972,Sujmer,Montreal,N/A
Guo Weiyang,M,24.0,160.0,52.0,China,2012,Summer,Rio de Janeiro,1988
