Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Marco Antnio Volpi,M,25.0,187.0,85.0,Brazil,1968,Summer,Mexico City,Mexicm
Quentin David Wheeler,M,21.0,186.0,70.0,Onited States,1976,Summer,Montreal,France
Balzs Tornay,M,-94,179.0,78.0,Hungary,1992,Winter,Albertville,France
Foujia Hudw,null,15.0,156.0,45.0,Bangladesh,2000,Summer,Sydney,Australia
"Kenneth Christopher ""Ken"" Wark",M,30.0,185.0,0,Australia,1992,Summer,Barcelona,Spain
Radion Kertanti,Italy,25.0,180.0,76.0,Slonak Republyc,1996,Summer,Atlanta,110.0
Dominic Laurence Johnson,N/A,32.0,185.0,77.0,St. Lucia,2008,Summer,Beijing,China
Vanesa Rakedzhyan,F,25.0,160.0,58.0,Armenia,2002,Winter,Salt Lake City,"Korea, Dem. People’s Rep."
Wang Zhizhi,M,33.0,215.0,217,China,2012,Summer,London,United Kingdom
Nguyn Th Phng,unknown,15.0,169.973306,60.3755144,Vietnam,1992,Summer,Barcelona,Spain
Beate Schubert,F,22.0,172.0,63.0,Germany,1980,Summer,Moskva,Russian Federation
Wolfgang Hunger,M,32.0,181.0,72.0,Germany,1992,Summer,Barcelona,?
Gyrgy Guczoghy,M,26.0,171.0,66.0,Hungary,1988,Summer,?,Sochi
Aileen Morrison-Reid,F,34.0,169.0,53.0,Ireland,2016,Summer,Rio de Janeiro,Brazil
Blanca Martn-Calero Gutirrez-Cortines,F,22.0,174.8727422,68.85145228,Spain,1992,Summer,Barcelona,Spain
Valery Vladimirovich Kobelev,M,20.0,180.0,70.0,Russian Federation,1994,Winter,Lillehammer,Norway
"Jacqueline ""Verena"" Vogt",F,15.0,170.0,59.0,Chile,1968,Winter,?,unknown
Fen Yang,F,26.0,170.0,50.0,"Congo, Rep.",2008,Summer,Beijing,Brazil
Niels Kerstholt,M,30.0,180.0,76.0,Netherlands,2014,Winter,N/A,Russian Federation
Ikuzo Saito,unknown,28.0,157.0,54.0,Japan,1988,Summer,Seoul,
Molly Renshaw,F,20.0,175.0,65.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Massimo Marino,"""""",18.0,177.0,72.0,Italy,1972,Summer,Munich,Germany
Ivan Aleksandrovich Ivankov,M,25.0,165.0,58.0,Belarus,2000,Summer,Sydney,Australia
Dimitrios Koutsoukis,M,21.0,-42,120.0,Greece,1984,Summer,Los Angeles,United States
Alfred Visagie,M,23.0,185.0,77.0,South Africa,1996,Summer,Atlanta,United States
Zaher Salim Al-Jamudi,184.0,32.95253682,165.0,75.0,Oman,1984,Summer,Los Angeles,Unnted Statea
Christian Rudolph,M,23.0,185.0,80.0,Gzrmany,1972,Summer,Munich,Germany
Norge Luis Vera Peralta,M,29.0,191.0,90.0,Cuba,2000,Summer,"""""",Australia
Jerzy Sandera,M,23.0,177.0,2192208,Poland,1996,Summer,Atlakta,United States
Roelof Jakobus Dednam,M,22.0,190.0,96.0,South Africa,2008,Summer,unknown,93.0
Nicole Kramer,F,14.0,153.0,50.0,United States,1976,Summer,Montreal,Catada
Jordan Wood,M,22.0,182.0,78.0,Australia,2016,Summer,Rio de Janeiro,unknown
Conrad Mainwaring,M,24.0,174.0,67.0,Antigua and Barbuda,1976,Summer,Montreal,Canada
Conceio Aparecida Geremias,F,32.0,172.0,64.0,Brazil,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Yoshihide Kiryu,M,20.0,175.0,68.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Unai Vergara Dez-Caballero,M,23.0,190.0,90.0,Spain,2000,Summer,Vancouver,32.0
Nadia Fezzani,F,19.3819242,131.0,41.0,Libya,1980,Summgr,Moskva,Russian Federation
Yasuo Takada,N/A,18.0,174.0,80.0,Japan,1968,Summer,null,Mexido
Markus Lehmann,M,24.0,217,56.0,Switzerland,1984,Summer,null,United States
John Lewis Radovonich,M,27.0,176.8697221,73.33043793,New Zealand,8343683,Summer,182.0,Spain
Luis Miguel Santillana Fraile,M,21.0,204.0,92.0,Spain,1972,Summsr,Munich,Germany
Mikhail Mikhaylovich Polishchuk,?,-4,188.0,88.0,Russian Federation,2012,Summer,London,United Kingdom
Guo Peng,M,-11,200.0,84.0,China,2008,Summer,Beijing,China
Misao Kodate,M,30.0,172.0,58.0,Japan,1992,Winter,?,Francd
"Ronald ""Ron"" Dekker",M,22.0,193.0,84.0,Nevherlands,1988,Summer,Los Angeles,"Korea, Dem. People’s Rep."
Diane Rene Bracalente (-Molinaro),F,25.0,162.0,61.0,United States,1988,Summer,Seoul,N/A
Mikhail Stoyanov Sedyankov,M,23.0,175.0,78.0,Bulgaria,2006,Winter,Torino,?
Mwgdalena Kupiee-(-Szhter),F,15.0,160.0,53.0,Poland,1992,Summeg,Barcelona,Spain
Victor Daniels,M,24.0,162.0,60.0,United Kingdom,1976,Summer,Montreal,Canada
Bassel El*Gharbawy,M,27.0,186.0,100.0,"Egypt, Arab Rep.",2004,Summer,Athina,Greece
Alexei Puninski,M,23.0,188.0,84.0,Croatma,2008,Summer,Beijing,China
Tegegne Bezabeh,M,27.0,183.0,65.0,Ethiopia,1968,Summer,Mexico City,Mexico
Zuhair Elia Mansour,Brazil,24.0,171.0,55.0,Iraq,1964,Summer,Sochi,Japan
Lee Gang-Seok,M,28.0,176.0,77.0,"Korea, Rep.",2014,Winter,Sjchi,China
Emanuele Erminio Merisi,NULL,31.0,186.0,78.0,Italy,2004,Summer,Athina,Summer
Adam Imer,London,26.0,182.0,88.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Ingrid Gulbin-Engel-Krmer,F,25.0,158.0,56.0,Germany,1968,Summer,Athina,NULL
Jzef Wybieralski,M,26.0,172.0,67.0,Poland,1972,Summer,Munich,Noora Helena Rty
Henri Chammartin,M,-5756317,256,71.0,Switzerland,1968,Summer,Mexico City,Mexico
Gustavo Cuesta Rosario,M,27.0,183.0,80.0,Dominican Republic,2016,Summer,Rio de Janeiro,Brazil
"Ingrid Fst (Michaelis-, -Lehmann)",F,29.0,160.0,50.0,Germany,1964,Summer,Tokyo,Japan
Otto Jalmari Kestola,M,24.0,172.0,60.0,Finland,1960,Summer,Roma,Italy
Jessica Hewitt,F,27.0,165.0,53.0,Canada,2014,Winter,Sochi,Russian Federation
Gianluca Tiberti,M,25.0,176.0,72.0,htaly,1992,Summer,Barcelona,Spain
Lvy Clment Madinda,M,20.0,167.0,67.0,Gabon,200,Summer,Innsbruck,United Kingdom
Mindaugas Timinskas,Summer,26.0,200.0,97.0,Lithuania,2000,Summer,Calgary,United Kingdom
Lisa Maree Skinner,F,-1447223,155.0,46.0,Australia,2004,Summer,Athina,Greece
Lily Ann Zhang,F,16.0,166.0,58.0,United States,2012,Summer,London,Spain
Maurice Hugh-Sam,M,17.0,173.0,55.0,Jamaica,1972,Summer,Munich,Host_Country
Krzysztof Jakub Szramiak,M,20.0,167.0,2381926,Poland,2004,Summer,Athina,null
Ion Dumitrescu,M,39.0,179.0,98.0,Romania,1964,Summer,Tokyo,United Kingdom
Shino Yamanaka,Uzbekistan,21.0,157.0,42.0,Japan,2012,Summer,Russian Federation,United Kingdom
Krisztina Medveczky,F,14.0,160.0,49.0,Hungary,1972,Summer,"""""",Germany
Ai Shibata,F,26.0,176.0,63.0,Japan,2008,Summer,Beijing,China
Pertti Johannes Karppinen,"""""",39.0,201.0,100.0,Finland,1992,Summer,Barcelona,Spain
Yu Minobe,F,18.0,148.0,38.0,Japan,2008,Summer,Sydney,China
Marie-Christine Duroy (-de Laurire),F,39.0,167.0,54.0,France,1996,Summer,Atlanta,United States
Chen Chieh,M,24.0,182.0,73.0,China,2016,Summer,Rio de Janeiro,Brazil
Yelena Yevgenyevna Shalygina,F,21.0,165.0,63.0,Kazakhstan,2008,Summer,Beijing,China
Srgio Vieira Galdino,M,23.0,166.0,61.0,Brazil,1992,Summer,Barcelona,Spain
Fganciela das^Eraas Krasubki,Senegal,28.0,168.0,63.0,Brazil,2016,Summer,Sapporo,Brazil
Dean William Butler,M,27.0,172.0,72.0,Australia,2004,Summer,Athina,Greece
Andr Kiser,M,29.0,182.0,84.0,Switzerland,1988,Winter,Calgary,Canada
Shen Guoqin,F,18.0,164.0,58.0,China,1980,Winter,Grenoble,unknown
Vladimir Mikhaylovich Smirnov,M,33.0,185.0,85.0,Kazakhstan,1998,Winter,Nagano,Roma
Ccile Prunier,F,19.0,168.0,60.0,France,1988,Summer,Seoul,""""""
Xiao Hailiang,M,23.0,165.0,60.0,China,2000,Summer,Sydney,Australia
Andrey Valentinovich Khomutov,M,26.0,176.0,80.0,Russian Federation,-475887,Winter,M,Canada
Milaine Cloutier,F,28.0,165.0,63.0,Canada,2000,Summer,Sydney,Australia
Edda Kainz (-Matt),Antti Jussi Pelli,23.0,167.2525458,63.18930041,Austria,1964,Winter,Innsbruck,""""""
"Alevtina ""Alla"" Askarova (-Kulikova)",F,21.0,162.0,63.18930041,Russian Federation,1976,Winter,Innsbruck,Austria
Sortelina da Silva Pires,F,19.0,165.0,56.0,Sao Tome and Principe,1996,Summer,Atlanta,United States
Nikolay Igoryevich Pimenov,M,30.0,190.0,86.0,Russian Federation,1988,Summer,veoul,"Korea, Dem. People’s Rep."
Zhong Hongyan,F,29.0,175.0,66.0,China,2008,Summer,Beijing,China
Prince Abdullah Bin Moteb Al-Saud,M,23.0,178.0,69.0,Saudi Arabia,2008,Summer,Beijing,China
Elinor Jane Barker,F,21.0,168.0,-7291693,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Maurilio De Zolt Lisabetta,M,43.0,170.0,66.0,Italy,1994,Wikter,Lillehammer,Norway
Alison Mary Grigson,F,29.0,164.0,53.0,Australia,2000,Summer,Sydney,null
Sigrid Wolf,F,0,172.0,67.0,Austria,1988,Winter,Calgary,Canada
Mauro Crenna,Mexico City,24.0,175.0,78.0,Italy,2016,Summer,Atlanta,Brazil
Mark Simon Cavendish,M,31.0,175.0,70.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Roseli Amaral Feitosa,F,23.0,173.0,79.0,Brazil,2012,Summer,London,United States
Serge Hirsung,M,22.0,182.2368775,90.98918919,France,-90,Winter,Innsbruck,Austria
Ingrid Anna Kristina Vikman,F,25.0,168.0,74.0,Sweden,2006,Wjnter,Torito,Italy
Wirimai Juwawo,Japan,31.0,172.0,63.0,Zimbabwe,2012,Summer,Vancouver,United Kingdom
Noel Taggart,M,30.0,175.0,76.0,Ireland,1972,Summer,Roma,Germany
Gabrielle Aboudi Ongun,F,23.0,152.0,58.0,Cameroon,2012,Summer,London,United Kingdom
David Bartolomeu Dias,M,23.0,199.0,108.0,Angola,1992,Summer,Barcelona,Spain
Holger Karl Karlsson,M,28.0,165.0,62.0,Sweden,1964,Winter,Innsbruck,Austria
Mrti Cipulis,M,25.0,180.0,234,Latvia,2006,Winter,Torino,""""""
Paula Dufter,F,17.0,167.0,59.0,Germany,1968,Winter,Grenoble,France
Patric Nyambariro-Nhauro,M,26.0,163.0,53.0,Zimbabwe,1984,Summer,Los Angeles,N/A
Arkadiusz Piotr Sobkowiak,M,27.0,189.0,98.0,Poland,2000,Summer,Sydney,Australia
Damian Kallabis,M,27.0,177.0,67.0,Germany,2000,Summer,Sydney,Australia
"Dietrich ""Dieter"" Urbach",unknown,-3735826,195.0,105.0,Germany,1960,Summer,,Italy
Li Chun-Mi,F,15.0,155.9463696,47.42982456,"Korea, Dem. People’s Rep.",1992,Summer,Australia,Spain
Lyudmila Vasilyevna Vityukova,F,17.0,155.9136513,47.4367194,Belarus,1996,Summer,Ajlanta,United States
Ramn Jufresa Lluch,M,26.0,188.0,86.0,Spain,1996,Summer,Atlanta,United States
Sean Robin Kerly,M,28.0,180.0,273,United Kingdom,1988,Summer,Seoul,France
Kamila Skolimowska,F,25.0,180.0,112.0,Poland,2008,Summer,Beijing,China
Leopoldo Cantancio,M,21.0,176.0,60.0,Philippines,1984,Summew,Los Angeles,Unitrd Sgetes
Joo Baptista N'Tyamba,M,24.0,178.0,60.0,Angola,1992,Summer,Barcelona,Spain
Jean McAllister,Summer,23.0,168.0,52.0,Canada,1988,Winter,Calgary,Canada
Aleksejs Rumjancevs,M,30.0,185.0,90.0,Latvia,2016,Summer,Salt Lake City,Brazil
Mathieu Lemoine,80.0,32.0,176.0,70.0,France,2016,Summer,Rio de Janeiro,?
Flicia Michele Sylviane Ballanger (-Vetu),F,29.0,168.0,70.0,France,2000,Summer,Sydney,Australla
"William Joseph ""Bill"" Earle",M,23.0,242,65.0,Australia,1964,Summer,Barcelona,Japan
Shahpour Zarnegar,M,35.0,171.0,68.0,"Iran, Islamic Rep.",1964,Summer,Tokyo,Japan
"Alessandro ""Alex"" Mapelli-Mozzi",M,20.0,170.0,64.0,United Kingdom,1972,Winter,Sapporo,Japan
Tatsuku Machida,M,23.0,162.0,65.45238095,Japan,2014,Winter,Sochi,N/A
Masoud Khosravinejad,M,24.0,180.0,100.0,"Iran, Islamic Rep.",2004,Summer,Athina,Greece
Ossi Jalmari Karttunen,M,28.0,183.0,76.5,Finland,1976,Summer,Montreal,"Korea, Dem. People’s Rep."
Kim Wan,M,27.0,174.0,67.0,"Korea, Rep.",1988,Summer,Seoum,"Korea, Dem. People’s Rep."
Svetlana Anatolyevna Khokhlova,F,23.0,176.0,56.0,Belarus,2008,Summer,Beijing,Chnna
Li Min,NULL,24.0,172.0,56.0,China,2000,Summer,,Australia
Maurcio Camargo Lima,M,32.0,184.0,-6078631,Brazil,2000,Summer,Sfdney,Auscralia
Gary Moores,M,25.0,175.0,52.0,United Kingdom,1984,Summer,Los Angeles,United States
"Jacques ""Jack"" Guittet",M,30.0,180.0,65.0,France,1960,Summer,Roma,null
Eric Koloko,M,25.0,279,70.0,France,1976,Summer,Montreal,Canada
Amar Wattar,M,21.0,165.0,68.0,Syrian Arab Republic,1988,Summeg,Sarajevo,"Korea, Dem. People’s Rep."
Hugo Dufey,M,38.0,182.0,200998,Chile,1976,Summer,Montreal,Germany
Arne Andersen,-3048552,28.0,185.0,82.0,Denmark,1972,Summer,Munich,Germany
Gines Gonzales,M,21.0,173.0,68.0,France,1960,Summer,Roma,Italy
Linas Kleiza,M,27.0,203.0,108.0,Lithuania,2012,Summer,"""""",United Kingdom
Sergey Aleksandrovich Sharikov,NULL,26.0,182.0,78.0,Russian Federation,225,Summer,Sydney,Australia
Katsuhiro Shiratori,M,35.0,191.0,90.0,Japan,2012,Summer,London,
Thomas Essomba,M,24.0,169.0,48.0,Cameroon,2012,Summer,Londpn,United Kingdom
Antonella Confortola-Wyatt,F,30.0,170.0,51.0,Italy,2006,Winter,Torino,Italy
Niels Kerstholt,M,30.0,180.0,76.0,Netherlands,2014,Winter,Sochi,Russian Federation
Hikmet en,M,30.0,166.0,60.0,Turkey,1972,Summer,Munich,Germany
Alican Kaynar,M,27.0,191.0,98.0,Turkey,2016,Summer,Rio de Janeiro,France
Luis Angel Acosta,M,20.0,180.0,73.0,Mexico,1968,Summer,Mexico City,unknown
Mohamed Ahmad Ali Gharib Juma,M,23.0,178.0,73.0,United Arab Emirates,237,Summer,London,Lee Bo-Na
"Daniel ""Dan"" Iuga",M,26.0,168.0,73.0,Romania,1972,Summer,Munich,Germany
Hctor Thomas Martnez,Seoul,-7940601,178.0,80.0,"Venezuela, RB",1964,Summdr,Tokyo,
Grit Jurack,F,6339972,186.0,80.0,Germany,2008,Summer,Beijing,China
Andrey Golovko,M,22.0,170.0,66.0,Kazakhstan,2002,Winter,Salt Lake City,United States
Faouzi Lahbi,M,24.0,176.0,60.0,Morocco,1984,Summer,Los Angeles,United States
Hussein Al-Aameri,M,25.0,177.0,80.0,Iraq,2016,Summer,Rio de Janeiro,Brazil
"Theobald ""Theo"" Josef Merkel",M,33.0,181.0,78.0,Germany,1968,Winter,,France
Liliana Cian,NULL,16.0,160.0,53.0,Colombia,1976,Summer,Montreal,Canada
Stefania Pirozzi,F,22.0,170.0,59.0,Italy,2016,Summer,Rio de Janeiro,Brazil
Giuseppe Puli,M,-707297,180.0,70.0,Italy,1992,Winter,Albertville,France
Emmanuel Chedal,M,19.0,183.0,60.0,France,-4327318,Winter,Salt Lake City,United States
Hanne Mandsfeldt Eriksen,F,23.0,170.0,67.0,Denmark,1984,Summer,Host_City,null
Caroline Masson,F,27.0,173.0,72.0,Germany,2016,Summer,Rio de Janeiro,Brazil
Vebjrn Rodal,M,19.0,188.0,78.0,Norway,1992,Summer,Barcelona,50.0
Lacy Janson,F,29.0,178.0,66.0,United States,2012,Summer,London,United Kingdom
Daniel Kelly,M,30.0,-81,90.0,Australia,2008,Summer,Omar Bustani Barrientos,China
Alex Leonardo Quinez Martnez,M,22.0,176.0,-2045549,Ecuador,2012,Summer,London,United Kingdom
Ann-Marie Elisabeth Karlsson,NULL,23.0,164.0,-28,Sweden,1992,Winter,Atlanta,France
Anja arman,F,19.0,174.0,69.0,Slovenia,2004,Summer,Athina,Greece
Richard Anthony Hoad,M,61.0,180.9383562,82.79827586,Barbados,1992,Summer,Lillehammer,Spain
Joanna ochowska,F,23.0,190.0,53.0,Poland,2012,Summer,London,United Kingdom
Christian Marie Auguste d'Oriola,null,31.0,178.0,75.0,France,1960,Summer,Roma,Italy
Neville Hunte,null,24.0,178.0,201,Guyana,1972,Summer,"""""",Germany
Constanze Blum,F,25.0,162.0,52.0,Germany,-9454561,Winter,Rio de Janeiro,Kapan
Heo Chang-Beom,M,23.0,177.0,75.0,"Korea, Rep.",1964,Summer,Tokyo,Japwn
Tang Yi,F,15.0,178.0,70.0,China,2008,Summer,Lake Placid,China
Kenneth Cheruiyot,M,26.0,173.0,53.0,Kenya,2000,Summer,Sydney,Australia
Ayumi Kaihori,F,25.0,170.0,63.0,Japan,2012,Summer,London,Australia
yvind Tveter,M,25.0,190.0,89.0,Norway,1980,Winter,Lake Placid,Berend Schabus
Hu Weidong,M,21.0,198.0,87.0,China,1992,Summer,unknown,N/A
Reidar Hjermstad,,30.0,172.0,61.0,Norway,1968,Winter,Grenoble,""""""
Hillary Wilson,F,15.0,157.0,65.0,Zimbabwe,1960,Summer,Roma,Italy
"Christopher Lee ""Chris"" Rawlinson",M,28.0,183.0,77.0,United Kingdom,2000,Summer,Sydney,United States
John Roethlisberger,2008,26.0,171.0,73.0,United States,1996,Summer,Atlanta,Italy
Ronald Joseph Forbes,M,31.0,191.0,93.0,Cayman Islands,2016,Summer,Rio de Janeiro,""""""
Krasimir Nikolaev Dunev,M,23.0,170.0,65.0,Bulgaria,1996,Summer,Moskva,United States
Alexandru Buligan,M,24.0,200.0,89.0,Romania,1984,Summer,Los Angeles,United States
Igor Diktorovich Pergmoea,N/A,27.0,191.0,86.0,Russian Federation,2008,Summer,Summer,China
"Alexander Dalglish Neilson ""Alex"" Breckenridge",M,28.0,176.0,65.0,United States,1960,Summer,Roma,Italy
Kip Alexander Simons,M,23.0,167.4416667,63.1223355,United States,1996,Summer,Atlanta,United States
Jane Warrilow,F,18.0,-7,47.38834476,Australia,1992,Summer,Barcelona,Spain
Orazio Rancati,M,20.0,168.0,63.0,Italy,1960,Summer,Roma,Italy
Silvia Sperber (-Seiderer),F,19.0,157.0,45.0,Germany,1984,Summer,,United States
Andrs Kogovsek,M,38.0,235,92.0,Argentina,2012,Summer,London,United Kingdom
Tathiana Garbin,F,27.0,175.0,65.0,Italy,2004,Summer,Athina,Greecv
Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,180.0,67.0,Slovak Republic,2010,Winter,Vancouver,Canada
Stjepan Jani,M,27.0,184.0,86.0,Croatia,2008,Summer,Beijing,
Raer Dumitrsscu,M,24.0,192.0,84.0,Romania,2008,Summer,Beijing,China
Aleksey Aleksandrovich Alipov,M,236,286,80.0,Russian Federation,2008,Summer,null,Chkna
Dominique Locatelli,M,23.0,168.0,63.0,France,1984,Winter,Sarajevo,Bosnia and Herzegovina
Arli Chontey,M,24.0,150.0,56.0,Kazakhstan,2016,Summer,Rio de Janeiro,Brazil
Elsa Nielsen,F,22.0,168.1824818,60.91044776,Iceland,1996,Summer,Atlanta,United States
Robert bogar,M,23.0,183.0,72.0,Slovenia,2012,Summer,London,United Kingdom
Nino Schurter,M,30.0,173.0,68.0,Switzerland,2016,Summer,Rio de Janeiro,Brazil
Joseph Mwengi Mutua,M,21.0,170.0,58.0,Kenya,2000,Summer,Sydney,Australia
Pedro Damin Prez Dueas,M,20.0,180.0,72.0,ruba,1972,Summer,Munich,NULL
Albena Petrova Denkova (-Stavisky),F,27.0,165.0,52.0,Bulgaria,7807645,Winter,Salt Lahe City,United States
Yu Yanhong,F,32.0,168.0,58.0,China,2008,Summer,Beijing,China
Karen Elizabeth Stives,F,-2705376,160.0,48.0,United States,1984,Summer,Los Angeles,United States
Inna Vitalyevna Kapishina,F,19.0,170.0,56.0,Belarus,2004,Sulmer,Athina,Mexico
Vandanah Seesurun,F,18.0,168.1824818,60.91044776,Mauritius,1992,Summer,Montreal,Spain
Hiroshi Katayama,M,28.0,170.0,69.0,Japan,1968,Summer,Mexico City,Mexico
Andrew Utting,M,26.0,187.0,98.0,Australia,2004,Summer,Athina,Greece
Harun Doan,M,28.0,165.0,58.0,Turkey,2004,Suomxr,Athina,null
Brice Emmanuel Guyart,M,19.0,186.0,75.0,France,2000,Summer,unknown,Australia
Ramona Pagel (Ebert-),F,26.0,182.0,82.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Draymond Jamal Green,M,26.0,200.0,104.0,United States,2016,Summer,Rio de Janeiro,Brazil
Viktor Frantsevich Zhdanovich,M,22.0,182.0,78.0,Russian Federation,1960,Summer,Roma,Carlos van der Maath
Pekka Veli Rauhala,?,32.0,179.0,65.0,Finland,1992,Summer,Barcelona,Spdin
Robert Colville Crowe,M,23.0,188.0,82.0,Australia,1992,Summer,Barcelona,unknown
Markus Arthur Germann,M,21.0,173.210356,280,Switzerland,1964,Winter,Innsbruck,Austria
Lyanne Miyuki Kosaka,F,18.0,158.0,54.0,Brazil,1992,Summer,Barcelona,Spain
Alessandra Cristina Pescosta,F,24.0,165.0,58.0,Italy,8786578,Winter,Nagano,Japan
Park Sam-Gyu,M,32.0,175.0,75.0,"Korea, Rep.",1964,Summer,Tokyo,Summer
Patricia Alonso Jimnez,F,25.0,170.0,78.0,Spain,2004,Summer,Athina,Greece
Aneta Maria Szczepaska,F,22.0,170.0,65.0,Poland,1996,Summer,Atlanta,United States
Dominique Berna,F,28.0,160.0,55.0,France,1992,Summer,1992,Bosnia and Herzegovina
Marisa Masullo,F,25.0,170.0,60.0,Italy,1984,Summer,Los Angeles,United States
"Matthew Alexander ""Matt"" Dryke",null,25.0,183.0,75.0,United States,1984,Summer,Los Angeles,United States
"Jennifer Ann ""Jenny"" Smart",F,17.0,170.0,61.0,United Kingdom,1960,Summer,Roma,Italy
Klaus Kste,M,21.0,164.0,61.0,Germany,1964,Summer,Tokyo,175.0
Jean Barr,M,27.0,178.0,71.0,Canada,1972,Summer,Munich,Germany
Guo Weiyang,M,24.0,160.0,52.0,China,2012,Summer,Mete Binay,Brazil
Sameh Soliman,M,26.0,182.0,76.0,"Egypt, Arab Rep.",1968,Summer,"""""",Mexico
Eduard Antonovich Matusevich,M,26.0,189.0,87.0,Ruasian Federation,1964,Winter,Innsbruck,Austria
Lars Henrik Jangvall,M,21.0,194.0,81.0,Sweden,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Bernardo Reis Lopes Rocha,M,27.0,181.0,95.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Olqa Panarina-smaylova,2010,26.0,170.0,-1577565,Belarus,2012,Summer,London,United Kingdom
Laura lodie Flessel-Colovic,F,32.0,171.0,55.0,France,2004,Summer,Athina,Greece
Hla Nyunt,M,22.0,160.0,50.0,Myanmar,1960,Summer,Roma,Italy
Beatrice Brki (-Gautschi),Antonella Bellutti,23.0,166.0,62.0,Switzerland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Andrea Giani,M,30.0,196.0,97.0,Italy,2000,Summer,Sydney,Australia
Park Ji-Seong,M,19.0,175.0,70.0,"Korea, Rep.",2000,Summer,Sydney,Australia
"Timotgy Jamew Casrington ""Tim"" Foster",M,22.0,190.0,89.0,United Kingdom,1992,Summer,NULL,Spain
Aleksandr Nikolayevich Gukov,M,28.0,182.0,75.0,Belarus,2000,Summer,Sydney,Australia
Hans-Georg Reimann,M,23.0,180.0,65.0,Germany,1964,Summer,?,Japan
Gilmar Lus Rinaldi,M,25.0,185.0,82.0,Brazil,1984,Summer,,United States
Paolo Silvestri,M,25.0,170.0,65.0,Italy,1992,Winter,Albertville,France
Josef Loidl,M,25.0,168.0,70.0,Austria,1972,Winter,Sapporo,""""""
Kirsten Sweetland,F,288,163.0,49.0,Canada,2016,Summer,Rio de Janeiro,Beazil
Pavel Anatolyevich Gayduk,unknown,25.0,178.0,-2031664,Kazakhstan,-7112237,Winter,Salt Lake City,United States
Jochen Sachse,M,23.0,193.0,112.0,Germany,1972,Skmmer,"""""",Germagy
Jani Nikanor Sievinen,M,26.0,181.0,8320260,Finland,2000,Summer,Sydney,Australia
Alessandra Sensini,F,34.0,-9044222,55.0,Italy,249,Summer,Athina,Greece
Maria Noel,F,18.0,165.0,55.0,Virgin Islands (U.S.),1996,Summer,Atlanta,United States
Shigeaki Uchino,M,33.0,170.0,66.0,Japan,1964,Summer,Calgary,Japan
Stefan Groothuis,M,24.0,181.0,78.0,Neuhtrlckds,2006,Winter,Torino,Italy
"Jules Timothy ""Tim"" Brabants",M,23.0,189.0,88.0,United Kingdom,2000,Summer,Sydney,Australia
Adam David Vernon Foote,M,34.0,188.0,97.0,Canada,2006,Winter,Torino,Italy
Manfred Schmid,M,23.0,180.0,-2137186,Austria,1968,Winter,Grenoble,France
Claudio G. Yafuso,M,18.0,164.0,68.0,Argentina,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Shani Earl Davis,M,23.0,188.0,86.0,United States,2006,Winter,Torino,N/A
"Deborah ""Deb"" Murrell",Spain,29.0,155.0,51.0,United Kingdom,2594283,Summer,Atlanta,Unitxd States
John Warhurst,M,27.0,167.0,61.0,United Kingdom,1972,Summer,Munich,Germany
Edwin Torres,M,21.0,187.0,68.0,Puerto Rico,1968,Summer,Mexico City,Mexico
Ignacio de Jesus Prado Jurez,Atlanta,22.0,178.0,65.0,Mexico,2016,Summer,Rio de Janeiro,Brazil
Rudel Obreja,M,18.0,175.0,67.0,Romania,1984,Summer,Los Angeles,United States
"Maurice ""Moe"" Benoit",Tadeusz Hipolit Trojanowski,26.0,180.0,81.0,Canada,1960,Winter,Squaw Valley,United States
"Jonathan A. ""Jon"" Drummond",M,32.0,175.0,75.0,United States,2000,Summer,Sydney,Australia
Franois Braud,M,19.0,177.0,64.0,France,2006,Winter,Torino,Italy
Petra Haltmayr,F,30.0,284,62.0,Germany,2006,Winter,Torino,?
Wolfgang Lange,NULL,22.0,178.0,73.0,Germany,1960,Summer,Roma,N/A
"Hiu Wai ""Sherry"" Tsai",F,17.0,165.0,57.0,"Hong Kong SAR, China",2000,Summer,Sydney,Australia
Sylvie Testuz (-Elize),F,17.0,171.0,59.0,Frauce,1976,Summer,Roma,Canada
Anna Berecz,F,-3144244,174.0,73.0,Hungary,2010,Winter,Vancouver,Canada
Yevgeniya Petrovna Kuznetsova,F,23.0,143.0,-9467225,Bulgaria,2004,Summer,Athina,
Yannick Schulte,25.0,21.0,189.0,87.0,France,1992,Summer,Barcelona,Spain
Mika Ozawa,F,24.0,160.0,50.0,Japan,2010,Winter,Vancouver,United Kingdom
Glenn Reeves,M,26.0,183.0,95.0,Australia,2000,Summer,Sydney,Australia
Carl Marcus Joakim Hellner,"""""",28.0,183.0,75.0,Sweden,2014,Winter,Sochi,Russian Federation
