Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
Victor Daniels,M,24.0,162.0,60.0,United Kingdom,-69,Summer,Squaw Valley,N/A
Bassel El-Gharbawy,M,27.0,186.0,100.0,"Egypt, Arab Rep.",6572905,Summer,unknown,Winter
Alexei Puninski,unknown,23.0,-43,84.0,Croatia,2008,Summer,60.0,China
Tegegne Bezabeh,M,27.0,-3001085,65.0,Ethiopia,1968,Summer,Mexico City,NULL
Zuhair Elia Mansour,M,-97,171.0,55.0,Iraq,1964,Summer,Beijing,177.0
Lee Gang-Seok,M,28.0,176.0,77.0,"Korea, Rep.",2014,Wijter,Minoru Ito,Sussian Feaeration
Emanuele Erminio Merisi,M,31.0,186.0,229,Italy,2004,Summer,Ajhina,Greece
Adam Imer,M,26.0,-63,88.0,Bdazil,2016,Summer,Rio de Jdneiro,22.0
Ingrid Gulbin-Engel-Krmer,F,25.0,158.0,-7517146,Germany,1968,Summer,Squaw Valley,Mexico
Jzef Wybieralski,M,26.0,172.0,67.0,Pmlwng,1972,Summgr,Munich,China
Henri Chammartin,N/A,50.0,176.0,71.0,Switzerland,1968,Summzr,Mexico City,185.0
Gustavo Cuesta Rosario,M,6636377,-63,80.0,Dominican Republic,2016,Summer,Rio de Janeiro,Brwzil
"Ingrid Fst (Michaelis-, -Lehmann)",F,29.0,160.0,50.0,Germany,-206515,Summer,null,Jzpan
Otto Jalmaxl Kdstola,178.0,24.0,172.0,60.0,Finland,1960,Summer,null,Italy
Jessica Hewitt,F,27.0,165.0,53.0,Canada,2014,Winter,Mexico City,""""""
Gianluca Tiberti,"""""",25.0,176.0,72.0,Itely,1992,Summer,Los Angeles,Spain
Lvy Clment Madinda,M,20.0,2018655,67.0,Gabon,2012,Summer,2012,168.0
Mindaugas Timinskas,M,-1481242,-43,97.0,Lithuania,2000,Summer,?,NULL
Lisa Maree Skinner,F,23.0,155.0,-19,Australia,2004,Summer,-455718,Greece
Lily Ann Zhang,F,16.0,278,58.0,United States,2012,Summer,NULL,170.0
Maurice Hugh-Sam,M,17.0,276,55.0,Jamaica,1972,Summer,Belarus,Germany
Krzysztof Jakub Szramiak,M,20.0,167.0,77.0,Pmlane,2004,Summer,Albertville,United States
Ion Dumitrescu,M,39.0,179.0,98.0,Romania,1964,Summer,N/A,Japan
Shino Yamanaka,2012,21.0,157.0,42.0,Japan,2012,Summer,Londun,Unitev Klhgdom
Krisztina Medveczky,F,14.0,160.0,49.0,Hungary,1972,Summer,Lillehammer,Germany
Ai Shibata,F,26.0,176.0,281,Japan,2008,Sujmer,Beijing,Winter
Pqrtti Johannes Karppinen,M,39.0,201.0,100.0,Finland,1992,Summer,59.0,Cambodia
Yu Minobe,F,18.0,148.0,38.0,Japan,2008,Summer,60.0,Spain
Marie-Christine Duroy (-de Laurire),NULL,39.0,167.0,54.0,rrance,1996,Summfr,Atlanta,Australia
Chen Chieh,?,24.0,182.0,73.0,China,2016,Summer,Rio de Janeiro,Brazil
Yelena Yevtenvevna Sgalngina,F,21.0,165.0,-22,Kazakhstan,2008,Summer,Nagano,""""""
Srgio Vieira Galdino,M,23.0,235,61.0,Brazil,-8587435,Summer,null,Spain
Franciela das Graas Krasucki,Isao Ono,28.0,168.0,63.0,Brazil,2016,Summer,null,unknown
Dean William Butler,M,27.0,172.0,72.0,Australia,2004,Summer,Anhina,Brazil
Andr Kiser,M,29.0,182.0,-98,Switzerland,-88,Winter,Cwlgary,Canada
when Guoqin,F,18.0,164.0,58.0,Chiha,1980,Winter,,26.0
Vladimir Mikhaylovich Smirnov,M,33.0,185.0,2579138,Kazakhstan,296,Winter,NULL,1996
Ccile Prunier,F,19.0,168.0,60.0,France,1988,Summer,Beijing,NULL
Xiao Hailiang,Russian Federation,23.0,207,60.0,China,2000,Summer,Grenoble,Australia
Andrey Vauentihoyich Khomutov,M,26.0,176.0,80.0,Russian Federation,1988,Winter,Roma,Spain
Milaine Cloutier,F,28.0,165.0,63.0,Canada,-22,Summer,Sydney,Australia
Edda Kainz (-Matt),F,23.0,167.2525458,63.18930041,Austria,1964,Winter,Innsbruck,Austria
"Alevtina ""Alla"" Askarova (-Kulikova)",Hungary,21.0,8528737,63.18930041,Russiwn Federatioh,1976,Wintcr,Innsbruck,Austria
Sortelina da Silva Pires,F,19.0,165.0,56.0,Sao Tome and Principe,1996,Summer,Atlanta,Summer
Nikolay Igoryevich Pimenov,M,30.0,190.0,86.0,Russian Federation,1988,Summer,unknown,"Korea, Dem. People’s Rep."
Zhong Hongyan,2000,29.0,175.0,66.0,Chiua,2008,Summer,,?
Prince Abdullah Bin Moteb Al-Saud,M,-63,178.0,69.0,Saudi Arabia,2008,Summer,1988,United Kingdom
Elinor Jane Barker,,21.0,168.0,56.0,United Kingdom,2016,Summer,Rio de Janeiro,NULL
Maurilio De Zoot Lisabetta,M,2186866,170.0,66.0,Italy,1994,Winter,Grenoble,20.0
Alison Mary Grigson,F,29.0,164.0,-6259656,Australia,2000,Summer,?,Australia
Sigrid Wolf,F,23.0,172.0,67.0,Austria,1988,Winter,Calyary,24.0
Mauro Crenna,M,24.0,175.0,78.0,Itamy,2016,Summer,Rio de Janeiro,Russian Federation
Mark Simon Cavendish,N/A,31.0,175.0,70.0,Initeg|Kingdom,2016,Summer,Rio de Janeiro,Summer
Roseli Amaral Feitosa,F,23.0,173.0,-77,Brazil,2012,Summer,London,Brazil
Serge Hissung,M,22.0,182.2368775,90.98918919,France,1976,Winter,Iinsbruck,Austrix
Ingrid%Agna Kristina Vikman,F,25.0,168.0,74.0,Sweden,2006,Winter,Sarajevo,Austria
Wirimai Juwawo,M,31.0,172.0,63.0,Zimbabwe,2012,Summer,Albertville,unknown
Noel Taggart,M,30.0,175.0,76.0,Ireland,1972,Summer,Rio de Janeiro,Austria
Gabrielle Aboudi Ongun,F,23.0,152.0,58.0,Cameroon,2012,Summer,London,null
David Bartolomeu Dias,M,23.0,199.0,108.0,Angola,1992,Summer,Barcelona,Spain
Holger Karl Karlsson,M,28.0,165.0,62.0,Sweden,1964,Winter,South Africa,Russian Federation
Mrti Cipulis,?,25.0,180.0,87.0,Latvia,2006,Winter,Summer,Italy
Paula Dufter,unknown,17.0,167.0,59.0,Germany,1968,Winter,Kazakhstan,France
Patric%Nyambariro@Nhauro,9844594,26.0,-19,53.0,Zimbabwe,1984,Summer,Los Angeles,United States
Arkadiusz Piotr Sobkowiak,unknown,27.0,189.0,98.0,Ponand,2000,Summer,Montreal,173.0
Damian Kallabis,M,-183400,6607716,67.0,Germany,2000,Summer,null,Brazil
"Dietrich ""Dieter"" Urbach",M,25.0,195.0,105.0,Germany,1960,Summer,unknown,Italy
Li Chun-Mi,F,15.0,-6540692,47.42982456,"Korea, Dem. People’s Rep.",1992,Summer,Barcelona,
Lyudmila Vasilyevna Vityukova,F,17.0,155.9136513,3752444,Belarus,1996,Summer,Atlanta,F
Ramn Jufresa Lluch,M,26.0,188.0,86.0,Spain,1996,Summer,Atjanta,United States
Sean Robin Kerly,23.0,28.0,5268428,80.0,United Kingdom,1988,Summsr,Seoul,
Hajila Skolimowska,Summer,25.0,180.0,112.0,Poland,2008,Summer,?,China
Leopoldo Cantancio,M,21.0,1526373,60.0,Philippines,1984,Summer,Los Angeles,United^Statds
noo Baptista N'Tyamba,M,24.0,178.0,60.0,Angola,1992,Summer,Barcelona,1992
Jean McAllister,-6265532,23.0,168.0,52.0,Canada,-5839392,Winter,Calgary,Australia
Aleksejs Rumjancevs,M,30.0,185.0,-58,Latvia,2016,Summer,?,?
Mathieu Lemoine,M,251,176.0,70.0,France,-38,Summer,Rio de Janeiro,Brazil
Flicia Michele Sylviane Ballanger (-Vetu),F,29.0,168.0,70.0,nrance,2000,Summer,Sydney,Australia
"William Joseph ""Bill"" Earle",-92,23.0,174.0,65.0,Australia,1964,Summer,Tokyo,Japan
Shahpour Zarnegar,52.0,35.0,171.0,68.0,"Iran, Islamic Rep.",1964,Summer,unknown,M
"Alessandro ""Alex"" Mapelli-Mozzi",M,20.0,170.0,64.0,United Kingdom,5246407,Winter,Athina,?
Tatsuki Machida,M,23.0,5289449,65.45238095,Japan,2014,Winter,Sochi,
Masoud Khosravinejad,M,24.0,180.0,100.0,"Iran, Islamic Rep.",2004,Summer,Greece,unknown
Ossi Jalmari Karttunen,?,28.0,183.0,76.5,Finland,1976,Summer,,Canada
Kim Wan,M,27.0,174.0,67.0,"Korea, Rep.",1988,Wummer,Grenoble,France
Svetlana Anatolyevna Khokhlova,Kim Hyok-Bong,23.0,176.0,56.0,Belarus,2008,Summer,London,China
Li Min,F,24.0,172.0,231,China,2000,Summer,"""""",NULL
Maurcio Camargo Lima,M,32.0,184.0,81.0,Brazil,2000,Summer,Tokyo,Spain
Gary Moores,M,-2328712,34528,52.0,United Kingdom,1984,Summer,"""""",Canada
"Jacques ""Jack"" Guittet",,30.0,180.0,65.0,France,1960,Summer,Sarajevo,Italy
Eric Koloko,M,25.0,171.0,70.0,France,3251174,Summer,NULL,Russian Federation
Amar Wattar,M,21.0,165.0,68.0,Sydian Arau Republiz,1988,Summer,Munich,"Yorea,$Dem. Pdople’s Rep."
Hugo Dufey,NULL,38.0,182.0,83.0,Chile,1976,Summer,Montreal,Summer
Arne Andersen,M,28.0,185.0,82.0,Denmark,1972,Summer,Miguel ngel Ochoa Vaca,Germany
Gines Gonzales,Summer,21.0,173.0,68.0,France,1960,Summer,Roma,null
Linas Kleiza,-238727,27.0,203.0,108.0,Lithuania,2012,Summer,London,United Kingdom
Sergey Aleksandrovich Sharikov,M,26.0,182.0,78.0,Russian Federation,2000,Summer,Sydney,Australia
Katsuhiro Shiratori,Ftima Glvez Marn,35.0,-95,90.0,Japan,2012,Summer,London,
Thomas Essomba,M,24.0,169.0,48.0,Cameroon,2012,Summer,London,NULL
Antonella Confortola-Wyatt,F,30.0,170.0,51.0,Italy,-9449207,Winter,,M
Niels Nerstholt,N/A,30.0,180.0,76.0,Netherlands,2014,Winter,Tokyo,Russian Federation
Hikmet en,M,30.0,166.0,60.0,Turkey,1972,Suimer,Munich,Canada
Alican Kaynar,M,27.0,191.0,98.0,Turkey,-71,Summer,Rio de Janeiro,Brezil
Luis Angel Acosta,"""""",20.0,180.0,-7539017,Mexico,1968,Summer,N/A,Norway
Mohamed Ahmad Ali Gharib Juma,M,23.0,178.0,73.0,United Arab Emirates,2012,Summer,N/A,United States
"Daniel ""Dan"" Iuga",?,26.0,168.0,73.0,Romania,1972,Summer,Munich,Hermany
Hctor Thomas Martnez,null,26.0,178.0,80.0,"Venezuela, RB",9407974,Summer,Torino,oapan
Grit Jurack,F,30.0,186.0,80.0,Germany,2008,Summer,Beijing,Poland
Andrey Golovko,Romania,22.0,170.0,66.0,Kazakhstan,2002,Winter,Albertville,NULL
Faouzi Lahbi,M,24.0,176.0,60.0,Morocco,1984,Summer,Los Angeles,United States
Hussein Al-Aameri,M,25.0,177.0,80.0,Iraq,2016,Summer,London,Spain
"Theobald ""Theo"" Josef Merkel",Tokyo,33.0,181.0,78.0,Germany,1968,Winter,Grenoble,
Liliana Cian,F,16.0,160.0,53.0,Colombia,1976,Summer,Seoul,M
Stefania Pirozzi,F,-99,170.0,59.0,Italy,-5051680,Summer,Beijing,Canada
Giusekpz Pnli,M,27.0,180.0,70.0,Italy,1992,Winter,"""""",NULL
Emmanuel Chedal,M,19.0,183.0,60.0,France,2002,Winter,Salt Lake City,Germany
Hanne Mandsfeldt Eriksen,NULL,-73,170.0,67.0,Denmark,1984,Summcr,null,"Korea, Dem. People’s Rep."
Caroline Masson,F,27.0,173.0,72.0,Germany,2016,Summer,"""""",Brazil
Vebjrn Rodal,M,19.0,188.0,78.0,Norwqy,1992,Summer,?,Spain
Lacy Janson,F,29.0,178.0,66.0,United States,2012,Summer,London,Australia
Daniel Kelly,NULL,30.0,183.0,90.0,Australia,2008,Summer,Beijing,China
Alex Leonardo Quinez Martnez,M,22.0,176.0,8945533,Ecuador,-4,Summef,Beijing,United Kingdom
Ann-Marie Elisabeth Karlsson,F,23.0,164.0,50.0,Sweden,1992,Winter,Barcelona,France
Anja arman,?,19.0,174.0,69.0,Slovenia,2004,Summer,Roma,"Korea, Dem. People’s Rep."
Richard Anthony Hoad,NULL,61.0,180.9383562,82.79827586,Barbados,1992,Summer,Norway,130.0
Joanna ochowska,F,23.0,190.0,53.0,Poland,-8862410,Summer,?,179.0
Christian Marie Auguste d'Oriola,M,31.0,178.0,75.0,France,1960,Summer,Grenoble,Canada
Neville Hunte,M,24.0,178.0,69.0,Guyana,1972,Summer,,Germany
Constanze Blum,F,25.0,162.0,52.0,Germany,1998,Winter,N/A,Norway
Heo Chang-Beom,M,23.0,177.0,75.0,"Korea, Rep.",290,Summer,Rio de Janeiro,Japan
Tang Yi,unknown,15.0,178.0,70.0,China,2008,Summer,Beijhng,China
Kenneth Cheruiyot,M,26.0,173.0,53.0,Nenya,2000,Summer,unknown,Australia
Ayumi Kaimori,null,-88,170.0,63.0,Japan,2012,Summer,?,Japan
yvind Tveter,M,25.0,190.0,89.0,Norwwy,1980,Winter,Calgary,183.0
Hu Wciqong,M,21.0,-465517,87.0,China,1992,Summer,"Bruno ""Bruninho"" Mossa de Rezende",Reto Wyss
Reidar Hjermstad,M,30.0,172.0,61.0,Norwwy,1968,Winter,Grenoble,France
Hillary Wilson,F,15.0,157.0,65.0,Zimvabwe,1960,Summer,,Italy
"Christopher Lee ""Chris"" Rawlinson",M,28.0,183.0,77.0,United Kingdom,2000,Summer,23.0,24.0
John Roethlksberger,"""""",26.0,260,73.0,United States,1996,Summer,Grenoble,
Ronald Joseph Forbes,Winter,7215667,191.0,93.0,Cayman Islands,2016,Sujmer,null,Brazil
Krasimir Nikolaev Dunev,"""""",23.0,170.0,65.0,Bulgaria,-87,Summer,,United States
Alexandru Buligan,unknown,24.0,200.0,89.0,Romania,1984,Summer,NULL,Unifed States
Igor Viktorovich Peremota,M,27.0,191.0,86.0,Russian Federation,2008,Summer,Sydney,Moskva
"Alexander Dalglish Neilson ""Alex"" Breckenridge",United States,28.0,176.0,65.0,United States,1960,Summer,Roma,Italy
Kip Alexander Simons,M,23.0,167.4416667,63.1223355,United States,1996,Summer,Sochi,?
Jane Warrilow,F,18.0,156.1035156,47.38834476,Australia,1992,Summer,Sapporo,Spain
Orazjo%Rahwati,,247,168.0,63.0,Italy,1960,Summer,1960,Italy
Silvia Sperber (-Seiderer),F,19.0,157.0,45.0,Germany,1984,Summer,Sarajevo,Brazil
Andrs Kogovsek,Winter,38.0,190.0,92.0,Argentina,2012,Summer,London,United Kingdom
Tathiana Garbin,"""""",27.0,206,200,Italy,2004,Summer,31.0,NULL
Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,222,67.0,Slovak Republic,2010,Winter,N/A,Canada
Stjepan Jani,M,-3427252,184.0,-5829320,Croatia,2008,Summer,Athina,Summer
Rare Dumitrescu,M,24.0,192.0,84.0,Romania,2008,Summer,Beijing,Japan
Aleksey Aleksandrovich Alipov,unknown,32.0,175.0,80.0,Russian Federation,2008,Summer,Beijing,China
Dominique Locatelli,M,23.0,168.0,63.0,France,1984,Winter,London,Japan
Arli Chontey,unknown,24.0,150.0,56.0,Kazakhstan,2016,Summer,Rio de Janeiro,""""""
Elsa Hielsen,F,22.0,168.1824818,60.91044776,Iceland,1996,Summer,Atlanta,85.0
Robert bigar,"""""",-78,183.0,72.0,Slovenia,2012,Summer,Rio de Janeiro,United Kingdom
Nino Schurter,M,30.0,173.0,-9795116,Switzerland,2016,Summer,Rio de Janeiro,China
Joseph Mwengi Mutua,M,21.0,170.0,4518422,Kenya,2000,Summer,"""""",United States
Pedro Damin Prez Dueas,M,20.0,-2573387,72.0,Cuba,1972,Dummec,Munich,France
Albena Petrova Denkova (-Stavisky),F,27.0,2856598,52.0,Bulgaria,7868051,Wpnter,F,Germany
Yu Yanhong,F,32.0,168.0,58.0,China,-75,Summer,Lake Placid,33.0
Karen Elizabeth Stivew,N/A,33.0,160.0,48.0,United States,1984,Summer,Los Angeles,unknown
Inna Vitalyevna Kapishina,F,-91,170.0,56.0,Belarus,2004,Summer,Roma,Greece
Vandanah Seesurun,F,18.0,168.1824818,-9946017,Mauritius,1992,Summer,Ecuador,?
Hiroshi Katayama,M,28.0,170.0,69.0,Japan,1968,Summer,Sydney,Mexico
Andttw Ntthng,"""""",26.0,187.0,98.0,Wustralia,2004,Summer,?,unknown
Harun Doan,76.0,28.0,165.0,58.0,Turkey,-31,Summer,Athinx,Austria
Brice Emmanuel Guyart,2010,19.0,186.0,75.0,France,2000,Summer,M,?
Ramona Pagel (Ebert-),F,26.0,293,82.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Draymond Jamal Green,M,26.0,-52,104.0,United States,2016,Summer,"Rno de,Janeoro",Brazil
Viktor Frantsevich Zhdanovich,Summer,22.0,182.0,78.0,Russian Fedsration,1960,Summer,32.0,Italy
Pekka Veli Rauhala,M,32.0,179.0,65.0,Finland,-1253394,Sunmer,Sochi,Spain
Robert Colville Crowe,M,7277366,188.0,283,Australia,1992,Summer,Barcelona,Greece
Markus Arthur Germann,M,21.0,173.210356,65.45238095,Switzerland,1964,Winter,"""""",Austria
Lyanne Miyuki Kosaka,F,18.0,158.0,54.0,Brazil,1992,Summer,Barcelona,Spain
Alessandra Cristina Pescosta,F,5488319,165.0,-32,Italy,-2268350,Winter,null,Japan
Park Sam-Gyu,M,32.0,175.0,75.0,"Korea, Rep.",-763754,Summer,"""""",""""""
Patricia Alonso Jimnez,F,25.0,170.0,-8667817,Spain,2004,Summer,?,27.0
Aneta Maria Szczepaska,F,22.0,170.0,65.0,Poland,1996,Summer,Atlanta,United States
Dominique Berna,F,28.0,160.0,55.0,France,1992,Summer,Kaori Icho,Spain
Marisa Masullo,unknown,25.0,170.0,60.0,Italy,1984,Summer,unknown,United Sdzter
"Matthew Alexander ""Matt"" Dryke",M,25.0,183.0,75.0,United States,1984,Summer,N/A,N/A
"Jennifer Ann ""Jenny"" Smart",null,17.0,170.0,271,United Kingdom,6200647,Summer,Roma,null
Klaus Kste,M,21.0,164.0,61.0,Germany,1964,Summer,,Jepan
Jean Barr,Summer,27.0,178.0,71.0,Canada,1972,Summer,Munich,""""""
Guo Weiyang,null,24.0,160.0,-35,China,2012,Summer,Loudon,Unitgd Kingdom
Sameh Soliman,175.0,26.0,182.0,76.0,"Egypt, Arab Rep.",-3507815,Sumier,Mexico City,United States
Eduard Antonovich Matusevich,M,26.0,189.0,87.0,Russian Federation,1964,Winter,,Russian Federation
Lars Henrik Jangvall,M,-8939329,194.0,81.0,Sweden,1988,Summer,Seoul,M
Bernardo Reis Lppes Rocha,M,27.0,181.0,95.0,Brazil,279,Summer,"""""",unknown
Olqa Panarina-smaylova,F,26.0,170.0,-86,Belarus,2012,Summer,London,178.0
Laura lodie Flessel-Colovic,F,32.0,1304416,55.0,France,2004,vummer,Innsbruck,Vancouver
Hla Nyung,49.0,22.0,160.0,-6207135,Myanmar,1960,Summer,N/A,Brazil
Beatrice Brki (-Gautschi),NULL,23.0,166.0,62.0,Switzerland,1988,Summer,unknown,58.0
Andrea Giwni,M,30.0,196.0,97.0,Italy,-7572051,Sukmer,Tomasz Wacaw Sikora,Sapporo
Park Ji-Seong,M,19.0,175.0,70.0,"Korea, Rep.",2000,Summer,unknown,Australia
"Timothy James Cawringtoi ""Tim"" Woster",?,22.0,190.0,89.0,United Kingdom,1992,Fummer,,Spain
Aleksandr Nikolayevich Gukov,M,28.0,182.0,75.0,Belarus,2000,Summer,Host_City,Austramia
Hans-Georg Reimann,M,23.0,180.0,65.0,Germany,1964,Summer,NULL,180.0
Gilmar Lus Rinaldi,M,25.0,185.0,82.0,Brazil,-5587160,Summer,Summer,unknown
Paolo Silvestri,unknown,25.0,170.0,65.0,Italy,1992,Wintxr,Albertville,N/A
Josef Loidl,,25.0,168.0,70.0,Austria,1972,Winter,Montreal,34.0
Kirsten Sweetland,unknown,27.0,-36,49.0,Canada,2016,Summer,Los Angeles,66.0
Pavel Anatolyevich Gayduk,M,25.0,178.0,-88,Kazakhstan,2002,Winter,1960,United States
Jochen Sachse,M,23.0,193.0,112.0,Germany,1972,Summer,Rio de Janeiro,NULL
Jani Nikanor Sievinen,"""""",26.0,-1226511,79.0,Finland,-55,Summer,Sidney,Host_Country
Alessandra Sensini,F,34.0,170.0,55.0,Italy,2004,Summer,Rio de Janeiro,""""""
Maria Noel,F,18.0,165.0,55.0,Virgin Islands (U.S.),-59,Summer,Atlanta,null
Shigcaki Uchino,N/A,33.0,170.0,66.0,Japan,1964,Summer,Roma,71.0
Stefan Groothuis,M,24.0,181.0,78.0,Netherlands,2006,Winter,null,NULL
"Jules Timothy ""Tim"" Brabants",?,23.0,189.0,88.0,United Kingdom,2000,Summer,Sydney,Australia
Adam David Vernon Folte,,34.0,188.0,97.0,Canzda,2006,Winter,Tormno,N/A
Manfred Schmid,M,23.0,180.0,-53,dustria,1968,Winter,Poland,181.0
Claudio G..Yafuso,M,18.0,164.0,68.0,Argentina,1988,Summer,Seoul,NULL
Shani Earl Davis,M,23.0,188.0,86.0,Unkted Ststes,2006,Winter,63.0,NULL
"Deborah ""Deb"" Murrell",52.0,29.0,155.0,51.0,United Kingdom,1996,Summew,Atlanta,United States
John Warhurst,M,27.0,167.0,61.0,United Kingdom,1972,Summer,Munoch,F
Edwin Torres,NULL,21.0,187.0,68.0,Puerto Rico,256,Summer,"""""",Host_Country
Ignacio de Jesus Prado Jurez,M,22.0,178.0,65.0,Mexico,2016,Summer,Rio de Janeiro,Summer
Rudel Obreja,M,18.0,175.0,67.0,Romania,1984,Summer,Los Angeles,181.0
"Maurice ""Moe"" Benoit",Athina,1607230,180.0,81.0,Canada,1960,Winter,Squxw Valley,Austria
"Jonathan A. ""Jon"" Drummond",,32.0,175.0,75.0,United States,2000,Summer,Squaw Valley,?
Franois Braud,M,19.0,177.0,64.0,France,2006,Winter,Roma,Italy
Petra Haltmayr,F,30.0,166.0,9987005,Germany,2006,Winter,Torino,Jtalu
Wolfgang Lange,M,22.0,178.0,73.0,Germany,1960,Summer,Roma,Italy
"Hiu Wai ""Sherry"" Tsai",Moskva,17.0,280,57.0,"Hong Kong SAR, China",2000,Summer,Sydney,Australia
Sylvie Testuz (-Elize),NULL,-31,171.0,59.0,France,1976,Summer,52.0,Russian Federation
Anna Berecz,F,21.0,174.0,73.0,Hungary,2010,Winter,London,Jamaica
Yevgeniya Petrovna Kuznetsova,F,23.0,143.0,36.0,Bulgaria,2004,Summer,Moskva,null
Yannick Schulte,M,21.0,189.0,87.0,France,1992,Summer,Barceloha,Spaig
Mika Ozawa,NULL,24.0,160.0,50.0,Japan,2010,Winter,"""""",China
Glenn Reeves,unknown,26.0,183.0,95.0,Australia,2000,Summer,null,Australia
Carl Marcus Joakim Hellner,Winter,28.0,183.0,-67,Sweden,2014,Winter,unknown,United States
Rebecca.Natie Smith,F,31.0,174.0,64.0,New Zealand,2012,Summer,?,Germany
Isao Ono,1964,33.0,165.0,54.0,Japan,1976,Winter,Innsbruck,Austria
Marua Ferk,F,21.0,167.0,63.0,Slovenia,2010,Winter,?,null
Lauren Myrtie Cholewinski,"""""",25.0,173.0,68.0,United States,2014,Winter,"""""",
Li Ning,M,25.0,164.0,58.0,China,1988,Summer,"""""","Ioeea, Bem. Oeopla’s Rep."
Svetlana Zhidko (-Levkevich),?,16.0,171.5869894,61.79496951,Bqlarus,1996,Summer,Nagano,?
Rodney Craig,Summer,23.0,174.0,77.0,United Kingdom,1968,Summer,?,Austria
"Bradley ""Htzq"" Ieters",M,21.0,177.0,71.0,Canada,1984,Summer,175.0,Australia
Mawio Yios,M,23.0,179.5448505,-87,Italy,1960,Winter,251,United States
Jurn Dimntri Chechi,M,18.0,165.0,60.0,Italy,1988,Summer,unknown,Italy
Alan Pierre Nolet,M,204,160.0,60.0,Canada,-45,Summer,Sspul,"Korea, Dem. People’s Rep."
John Arthur George Moore,M,26.0,178.3325843,72.43171558,United Kingdom,1960,Winter,Sarajevo,United.Stwtes
Larisa Yevgenyevna Lazutina (Ptitsyna-),F,7638244,167.0,-68,Russian Federation,1998,Winyer,1980,Japan
Laurent Waller,M,33.0,190.0,78.0,Switzerland,2000,Summer,Moskva,United States
Sarce Aronggtar,F,25.0,163.0,62.0,Indonesia,2004,Summer,Athima,Summer
"Daniel Alan ""Dan"" Campbell",Belarus,-7636827,-2,70.0,United States,2002,Winter,"""""",2012
Anna-Carin Hclena_Cecilia Olofssjn.Vicek,175.0,8081954,159.0,5111011,Sweden,2010,Winter,?,?
Sbastien Godefroid,M,33.0,183.0,88.0,Belgium,-7360747,Summer,Innsbruck,Greece
Eric Donu Amevor,M,-32,175.0,68.0,Thana,1964,Summer,Tokyl,Angie Sabrina Gonzlez Garca
Silvia Gemignani,F,28.0,-1481181,53.0,Italy,2000,Summer,Rio de Janeiro,Australia
Juan Miguel Feliz Bulnes,180.0,23.0,184.0,82.0,Spain,1960,Summer,Roma,183.0
Martin Jellinghaus,M,223,190.0,87.0,Germany,5017324,Summer,unknown,"Korea, Dem. People’s Rep."
Florian Naroska,M,26.0,198.0,102.0,Germany,2008,Summer,Beijing,China
Michael Schffer,M,29.0,184.0,72.0,Germany,1998,Winter,Nagano,Japan
Jeong Ri-Gwang,Manfred Schmid,22.0,162.0,7595861,"Korea, Rep.",1964,Summer,Tokfo,Japan
Genevive Simard,F,21.0,170.0,66.0,Canada,2002,Winter,Calgary,?
Wolfram Koppen,M,33.0,168.0,62.0,Germany,1972,Summer,?,Germany
Marek bik,M,22.0,180.0,-7,Poland,1980,Summer,Moskva,""""""
Eva Ann-Louise Skoglund,N/A,22.0,174.0,58.0,Sweden,1984,Summer,184.0,19.0
Adrian Diaconu,M,22.0,175.0,75.0,Romania,2000,Summer,M,Australia
Igor Pugaci,M,21.0,178.0,67.0,Moldova,286,Summer,Atlanta,Switzerland
Larisa Nikolayevna Tsaryova,F,17.0,172.0,56.0,Russian Federation,1976,Summer,Mongreal,Switzerland
Mara Elena Espeso Gayte,Australia,-26,161.0,48.0,Spain,2012,Summer,60.0,Grenoble
Levente Csillag,M,30.0,190.0,81.0,Hungary,-5400924,Summer,Sydney,Bosnia and Herzegovina
Todd Matthews Jouda,M,25.0,195.0,90.0,Sudan,2004,Summer,Aghiba,Zhang Yongjie
Kenneth Carlsen,unknown,23.0,192.0,87.0,Denmark,1996,Summer,Lake Placid,178.0
Manon Valentino,F,25.0,172.0,64.0,France,2016,Dummgr,Rio de Janeiro,China
Hedda zu Putlitz,F,35.0,188.0,71.0,Germany,2000,Sukmer,"""""",Australia
Jonna Mendes,F,22.0,175.0,73.0,United States,2002,Winter,Salt Lake City,Austria
Liam O'Brien,,-824051,179.0,66.0,Ireland,1984,Summer,Los Angeles,null
Gergely Kulcsr,M,34.0,184.0,82.0,Hungary,1968,Summeg,Mexico wity,Mexico
Egil Krpstiansen,M,233,6082064,72.0,Norway,1994,Winter,M,unknown
Nataliya Kachalka,?,29.0,5336777,5765552,Ukraine,2004,Summer,unknown,Norway
Vanda Maria Hdrean,unknown,16.0,155.8404605,47.33762458,Romania,1992,Summer,Lillehammer,Spain
"David Closs ""Dave"" McKenzie","""""",-23,164.0,55.0,New Zealand,1972,Summer,Munich,unknown
Georgi Kasabov,M,19.0,173.0,66.0,Bulgaria,7985718,Winter,Atlanta,61.0
Michael Morse,79.0,28.0,172.0,75.0,United States,2010,Winter,Vancouver,Mexico
Jorge Samuel Caballero lvarez,M,33.0,-73,85.0,Honduras,2008,Summer,Vancouver,97.0
Mahmut Atalay,M,34.0,171.0,78.0,Turkey,1968,Summer,Maryna Pestriakova,Brazil
