Name,Sex,Age,Height,Weight,Team,Year,Season,Host_City,Host_Country
"Cornelis Arie ""Kees"" Verkerk",M,25.0,171.0,71.0,Netherlands,1968,Winter,Grenoble,France
Mario Mola Daz,M,26.0,178.0,63.0,Spain,2016,Summer,Rio de Janeiro,Brazil
Joanna Skowroska,F,18.0,153.0,44.0,Poland,2000,Summer,Sydney,Australia
Maiken Caspersen Falla,F,23.0,162.0,58.90041494,Norway,2014,Winter,Sochi,Russian Federation
Luis Gregorio Ramos Mision,M,31.0,180.0,74.0,Spain,1984,Summer,Los Angeles,United States
Hideko Hiranaka,F,19.0,158.0,51.0,Japan,1992,Summer,Barcelona,Spain
Jarkko Kalervo Nieminen,M,27.0,185.0,79.0,Finland,2008,Summer,Beijing,China
Zheng Lihui,M,22.0,158.0,52.0,China,2000,Summer,Sydney,Australia
Lodoin Enkhbayar,M,27.0,175.0,74.0,Mongolia,1992,Summer,Barcelona,Spain
Reiner Kurth,M,21.0,181.0,73.0,Germany,1972,Summer,Munich,Germany
"David Charles ""Dave"" Ottley",M,28.0,186.0,95.0,United Kingdom,1984,Summer,Los Angeles,United States
Julie Claire Dibens (Ricketts-),F,29.0,178.0,62.0,United Kingdom,2004,Summer,Athina,Greece
Harri Tapani Kirvesniemi,M,39.0,183.0,74.0,Finland,1998,Winter,Nagano,Japan
David Marcus,M,31.0,175.0,61.0,Canada,2012,Summer,London,United Kingdom
Marco Antnio Volpi,M,25.0,187.0,85.0,Brazil,1968,Summer,Mexico City,Mexico
Quentin David Wheeler,M,21.0,186.0,70.0,United States,1976,Summer,Montreal,Canada
Balzs Tornay,M,22.0,179.0,78.0,Hungary,1992,Winter,Albertville,France
Foujia Huda,F,15.0,156.0,45.0,Bangladesh,2000,Summer,Sydney,Australia
"Kenneth Christopher ""Ken"" Wark",M,30.0,185.0,85.0,Australia,1992,Summer,Barcelona,Spain
Radion Kertanti,M,25.0,180.0,76.0,Slovak Republic,1996,Summer,Atlanta,United States
Dominic Laurence Johnson,M,32.0,185.0,77.0,St. Lucia,2008,Summer,Beijing,China
Vanesa Rakedzhyan,F,25.0,160.0,58.0,Armenia,2002,Winter,Salt Lake City,United States
Wang Zhizhi,M,33.0,215.0,110.0,China,2012,Summer,London,United Kingdom
Nguyn Th Phng,F,15.0,169.973306,60.3755144,Vietnam,1992,Summer,Barcelona,Spain
Beate Schubert,F,22.0,172.0,63.0,Germany,1980,Summer,Moskva,Russian Federation
Wolfgang Hunger,M,32.0,181.0,72.0,Germany,1992,Summer,Barcelona,Spain
Gyrgy Guczoghy,M,26.0,171.0,66.0,Hungary,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Aileen Morrison-Reid,F,34.0,169.0,53.0,Ireland,2016,Summer,Rio de Janeiro,Brazil
Blanca Martn-Calero Gutirrez-Cortines,F,22.0,174.8727422,68.85145228,Spain,1992,Summer,Barcelona,Spain
Valery Vladimirovich Kobelev,M,20.0,180.0,70.0,Russian Federation,1994,Winter,Lillehammer,Norway
"Jacqueline ""Verena"" Vogt",F,15.0,170.0,59.0,Chile,1968,Winter,Grenoble,France
Fen Yang,F,26.0,170.0,50.0,"Congo, Rep.",2008,Summer,Beijing,China
Niels Kerstholt,M,30.0,180.0,76.0,Netherlands,2014,Winter,Sochi,Russian Federation
Ikuzo Saito,M,28.0,157.0,54.0,Japan,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Molly Renshaw,F,20.0,175.0,65.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Massimo Marino,M,18.0,177.0,72.0,Italy,1972,Summer,Munich,Germany
Ivan Aleksandrovich Ivankov,M,25.0,165.0,58.0,Belarus,2000,Summer,Sydney,Australia
Dimitrios Koutsoukis,M,21.0,193.0,120.0,Greece,1984,Summer,Los Angeles,United States
Alfred Visagie,M,23.0,185.0,77.0,South Africa,1996,Summer,Atlanta,United States
Zaher Salim Al-Jamudi,M,32.95253682,165.0,75.0,Oman,1984,Summer,Los Angeles,United States
Christian Rudolph,M,23.0,185.0,80.0,Germany,1972,Summer,Munich,Germany
Norge Luis Vera Peralta,M,29.0,191.0,90.0,Cuba,2000,Summer,Sydney,Australia
Jerzy Sandera,M,23.0,177.0,75.0,Poland,1996,Summer,Atlanta,United States
Roelof Jakobus Dednam,M,22.0,190.0,96.0,South Africa,2008,Summer,Beijing,China
Nicole Kramer,F,14.0,153.0,50.0,United States,1976,Summer,Montreal,Canada
Jordan Wood,M,22.0,182.0,78.0,Australia,2016,Summer,Rio de Janeiro,Brazil
Conrad Mainwaring,M,24.0,174.0,67.0,Antigua and Barbuda,1976,Summer,Montreal,Canada
Conceio Aparecida Geremias,F,32.0,172.0,64.0,Brazil,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Yoshihide Kiryu,M,20.0,175.0,68.0,Japan,2016,Summer,Rio de Janeiro,Brazil
Unai Vergara Dez-Caballero,M,23.0,190.0,90.0,Spain,2000,Summer,Sydney,Australia
Nadia Fezzani,F,19.3819242,131.0,41.0,Libya,1980,Summer,Moskva,Russian Federation
Yasuo Takada,M,18.0,174.0,80.0,Japan,1968,Summer,Mexico City,Mexico
Markus Lehmann,M,24.0,155.0,56.0,Switzerland,1984,Summer,Los Angeles,United States
John Lewis Radovonich,M,27.0,176.8697221,73.33043793,New Zealand,1992,Summer,Barcelona,Spain
Luis Miguel Santillana Fraile,M,21.0,204.0,92.0,Spain,1972,Summer,Munich,Germany
Mikhail Mikhaylovich Polishchuk,M,23.0,188.0,88.0,Russian Federation,2012,Summer,London,United Kingdom
Guo Peng,M,26.0,200.0,84.0,China,2008,Summer,Beijing,China
Misao Kodate,M,30.0,172.0,58.0,Japan,1992,Winter,Albertville,France
"Ronald ""Ron"" Dekker",M,22.0,193.0,84.0,Netherlands,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Diane Rene Bracalente (-Molinaro),F,25.0,162.0,61.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Mikhail Stoyanov Sedyankov,M,23.0,175.0,78.0,Bulgaria,2006,Winter,Torino,Italy
Magdalena Kupiec (-Szuter),F,15.0,160.0,53.0,Poland,1992,Summer,Barcelona,Spain
Victor Daniels,M,24.0,162.0,60.0,United Kingdom,1976,Summer,Montreal,Canada
Bassel El-Gharbawy,M,27.0,186.0,100.0,"Egypt, Arab Rep.",2004,Summer,Athina,Greece
Alexei Puninski,M,23.0,188.0,84.0,Croatia,2008,Summer,Beijing,China
Tegegne Bezabeh,M,27.0,183.0,65.0,Ethiopia,1968,Summer,Mexico City,Mexico
Zuhair Elia Mansour,M,24.0,171.0,55.0,Iraq,1964,Summer,Tokyo,Japan
Lee Gang-Seok,M,28.0,176.0,77.0,"Korea, Rep.",2014,Winter,Sochi,Russian Federation
Emanuele Erminio Merisi,M,31.0,186.0,78.0,Italy,2004,Summer,Athina,Greece
Adam Imer,M,26.0,182.0,88.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Ingrid Gulbin-Engel-Krmer,F,25.0,158.0,56.0,Germany,1968,Summer,Mexico City,Mexico
Jzef Wybieralski,M,26.0,172.0,67.0,Poland,1972,Summer,Munich,Germany
Henri Chammartin,M,50.0,176.0,71.0,Switzerland,1968,Summer,Mexico City,Mexico
Gustavo Cuesta Rosario,M,27.0,183.0,80.0,Dominican Republic,2016,Summer,Rio de Janeiro,Brazil
"Ingrid Fst (Michaelis-, -Lehmann)",F,29.0,160.0,50.0,Germany,1964,Summer,Tokyo,Japan
Otto Jalmari Kestola,M,24.0,172.0,60.0,Finland,1960,Summer,Roma,Italy
Jessica Hewitt,F,27.0,165.0,53.0,Canada,2014,Winter,Sochi,Russian Federation
Gianluca Tiberti,M,25.0,176.0,72.0,Italy,1992,Summer,Barcelona,Spain
Lvy Clment Madinda,M,20.0,167.0,67.0,Gabon,2012,Summer,London,United Kingdom
Mindaugas Timinskas,M,26.0,200.0,97.0,Lithuania,2000,Summer,Sydney,Australia
Lisa Maree Skinner,F,23.0,155.0,46.0,Australia,2004,Summer,Athina,Greece
Lily Ann Zhang,F,16.0,166.0,58.0,United States,2012,Summer,London,United Kingdom
Maurice Hugh-Sam,M,17.0,173.0,55.0,Jamaica,1972,Summer,Munich,Germany
Krzysztof Jakub Szramiak,M,20.0,167.0,77.0,Poland,2004,Summer,Athina,Greece
Ion Dumitrescu,M,39.0,179.0,98.0,Romania,1964,Summer,Tokyo,Japan
Shino Yamanaka,F,21.0,157.0,42.0,Japan,2012,Summer,London,United Kingdom
Krisztina Medveczky,F,14.0,160.0,49.0,Hungary,1972,Summer,Munich,Germany
Ai Shibata,F,26.0,176.0,63.0,Japan,2008,Summer,Beijing,China
Pertti Johannes Karppinen,M,39.0,201.0,100.0,Finland,1992,Summer,Barcelona,Spain
Yu Minobe,F,18.0,148.0,38.0,Japan,2008,Summer,Beijing,China
Marie-Christine Duroy (-de Laurire),F,39.0,167.0,54.0,France,1996,Summer,Atlanta,United States
Chen Chieh,M,24.0,182.0,73.0,China,2016,Summer,Rio de Janeiro,Brazil
Yelena Yevgenyevna Shalygina,F,21.0,165.0,63.0,Kazakhstan,2008,Summer,Beijing,China
Srgio Vieira Galdino,M,23.0,166.0,61.0,Brazil,1992,Summer,Barcelona,Spain
Franciela das Graas Krasucki,F,28.0,168.0,63.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Dean William Butler,M,27.0,172.0,72.0,Australia,2004,Summer,Athina,Greece
Andr Kiser,M,29.0,182.0,84.0,Switzerland,1988,Winter,Calgary,Canada
Shen Guoqin,F,18.0,164.0,58.0,China,1980,Winter,Lake Placid,United States
Vladimir Mikhaylovich Smirnov,M,33.0,185.0,85.0,Kazakhstan,1998,Winter,Nagano,Japan
Ccile Prunier,F,19.0,168.0,60.0,France,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Xiao Hailiang,M,23.0,165.0,60.0,China,2000,Summer,Sydney,Australia
Andrey Valentinovich Khomutov,M,26.0,176.0,80.0,Russian Federation,1988,Winter,Calgary,Canada
Milaine Cloutier,F,28.0,165.0,63.0,Canada,2000,Summer,Sydney,Australia
Edda Kainz (-Matt),F,23.0,167.2525458,63.18930041,Austria,1964,Winter,Innsbruck,Austria
"Alevtina ""Alla"" Askarova (-Kulikova)",F,21.0,162.0,63.18930041,Russian Federation,1976,Winter,Innsbruck,Austria
Sortelina da Silva Pires,F,19.0,165.0,56.0,Sao Tome and Principe,1996,Summer,Atlanta,United States
Nikolay Igoryevich Pimenov,M,30.0,190.0,86.0,Russian Federation,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Zhong Hongyan,F,29.0,175.0,66.0,China,2008,Summer,Beijing,China
Prince Abdullah Bin Moteb Al-Saud,M,23.0,178.0,69.0,Saudi Arabia,2008,Summer,Beijing,China
Elinor Jane Barker,F,21.0,168.0,56.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Maurilio De Zolt Lisabetta,M,43.0,170.0,66.0,Italy,1994,Winter,Lillehammer,Norway
Alison Mary Grigson,F,29.0,164.0,53.0,Australia,2000,Summer,Sydney,Australia
Sigrid Wolf,F,23.0,172.0,67.0,Austria,1988,Winter,Calgary,Canada
Mauro Crenna,M,24.0,175.0,78.0,Italy,2016,Summer,Rio de Janeiro,Brazil
Mark Simon Cavendish,M,31.0,175.0,70.0,United Kingdom,2016,Summer,Rio de Janeiro,Brazil
Roseli Amaral Feitosa,F,23.0,173.0,79.0,Brazil,2012,Summer,London,United Kingdom
Serge Hissung,M,22.0,182.2368775,90.98918919,France,1976,Winter,Innsbruck,Austria
Ingrid Anna Kristina Vikman,F,25.0,168.0,74.0,Sweden,2006,Winter,Torino,Italy
Wirimai Juwawo,M,31.0,172.0,63.0,Zimbabwe,2012,Summer,London,United Kingdom
Noel Taggart,M,30.0,175.0,76.0,Ireland,1972,Summer,Munich,Germany
Gabrielle Aboudi Ongun,F,23.0,152.0,58.0,Cameroon,2012,Summer,London,United Kingdom
David Bartolomeu Dias,M,23.0,199.0,108.0,Angola,1992,Summer,Barcelona,Spain
Holger Karl Karlsson,M,28.0,165.0,62.0,Sweden,1964,Winter,Innsbruck,Austria
Mrti Cipulis,M,25.0,180.0,87.0,Latvia,2006,Winter,Torino,Italy
Paula Dufter,F,17.0,167.0,59.0,Germany,1968,Winter,Grenoble,France
Patric Nyambariro-Nhauro,M,26.0,163.0,53.0,Zimbabwe,1984,Summer,Los Angeles,United States
Arkadiusz Piotr Sobkowiak,M,27.0,189.0,98.0,Poland,2000,Summer,Sydney,Australia
Damian Kallabis,M,27.0,177.0,67.0,Germany,2000,Summer,Sydney,Australia
"Dietrich ""Dieter"" Urbach",M,25.0,195.0,105.0,Germany,1960,Summer,Roma,Italy
Li Chun-Mi,F,15.0,155.9463696,47.42982456,"Korea, Dem. People’s Rep.",1992,Summer,Barcelona,Spain
Lyudmila Vasilyevna Vityukova,F,17.0,155.9136513,47.4367194,Belarus,1996,Summer,Atlanta,United States
Ramn Jufresa Lluch,M,26.0,188.0,86.0,Spain,1996,Summer,Atlanta,United States
Sean Robin Kerly,M,28.0,180.0,80.0,United Kingdom,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Kamila Skolimowska,F,25.0,180.0,112.0,Poland,2008,Summer,Beijing,China
Leopoldo Cantancio,M,21.0,176.0,60.0,Philippines,1984,Summer,Los Angeles,United States
Joo Baptista N'Tyamba,M,24.0,178.0,60.0,Angola,1992,Summer,Barcelona,Spain
Jean McAllister,F,23.0,168.0,52.0,Canada,1988,Winter,Calgary,Canada
Aleksejs Rumjancevs,M,30.0,185.0,90.0,Latvia,2016,Summer,Rio de Janeiro,Brazil
Mathieu Lemoine,M,32.0,176.0,70.0,France,2016,Summer,Rio de Janeiro,Brazil
Flicia Michele Sylviane Ballanger (-Vetu),F,29.0,168.0,70.0,France,2000,Summer,Sydney,Australia
"William Joseph ""Bill"" Earle",M,23.0,174.0,65.0,Australia,1964,Summer,Tokyo,Japan
Shahpour Zarnegar,M,35.0,171.0,68.0,"Iran, Islamic Rep.",1964,Summer,Tokyo,Japan
"Alessandro ""Alex"" Mapelli-Mozzi",M,20.0,170.0,64.0,United Kingdom,1972,Winter,Sapporo,Japan
Tatsuki Machida,M,23.0,162.0,65.45238095,Japan,2014,Winter,Sochi,Russian Federation
Masoud Khosravinejad,M,24.0,180.0,100.0,"Iran, Islamic Rep.",2004,Summer,Athina,Greece
Ossi Jalmari Karttunen,M,28.0,183.0,76.5,Finland,1976,Summer,Montreal,Canada
Kim Wan,M,27.0,174.0,67.0,"Korea, Rep.",1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Svetlana Anatolyevna Khokhlova,F,23.0,176.0,56.0,Belarus,2008,Summer,Beijing,China
Li Min,F,24.0,172.0,56.0,China,2000,Summer,Sydney,Australia
Maurcio Camargo Lima,M,32.0,184.0,81.0,Brazil,2000,Summer,Sydney,Australia
Gary Moores,M,25.0,175.0,52.0,United Kingdom,1984,Summer,Los Angeles,United States
"Jacques ""Jack"" Guittet",M,30.0,180.0,65.0,France,1960,Summer,Roma,Italy
Eric Koloko,M,25.0,171.0,70.0,France,1976,Summer,Montreal,Canada
Amar Wattar,M,21.0,165.0,68.0,Syrian Arab Republic,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Hugo Dufey,M,38.0,182.0,83.0,Chile,1976,Summer,Montreal,Canada
Arne Andersen,M,28.0,185.0,82.0,Denmark,1972,Summer,Munich,Germany
Gines Gonzales,M,21.0,173.0,68.0,France,1960,Summer,Roma,Italy
Linas Kleiza,M,27.0,203.0,108.0,Lithuania,2012,Summer,London,United Kingdom
Sergey Aleksandrovich Sharikov,M,26.0,182.0,78.0,Russian Federation,2000,Summer,Sydney,Australia
Katsuhiro Shiratori,M,35.0,191.0,90.0,Japan,2012,Summer,London,United Kingdom
Thomas Essomba,M,24.0,169.0,48.0,Cameroon,2012,Summer,London,United Kingdom
Antonella Confortola-Wyatt,F,30.0,170.0,51.0,Italy,2006,Winter,Torino,Italy
Niels Kerstholt,M,30.0,180.0,76.0,Netherlands,2014,Winter,Sochi,Russian Federation
Hikmet en,M,30.0,166.0,60.0,Turkey,1972,Summer,Munich,Germany
Alican Kaynar,M,27.0,191.0,98.0,Turkey,2016,Summer,Rio de Janeiro,Brazil
Luis Angel Acosta,M,20.0,180.0,73.0,Mexico,1968,Summer,Mexico City,Mexico
Mohamed Ahmad Ali Gharib Juma,M,23.0,178.0,73.0,United Arab Emirates,2012,Summer,London,United Kingdom
"Daniel ""Dan"" Iuga",M,26.0,168.0,73.0,Romania,1972,Summer,Munich,Germany
Hctor Thomas Martnez,M,26.0,178.0,80.0,"Venezuela, RB",1964,Summer,Tokyo,Japan
Grit Jurack,F,30.0,186.0,80.0,Germany,2008,Summer,Beijing,China
Andrey Golovko,M,22.0,170.0,66.0,Kazakhstan,2002,Winter,Salt Lake City,United States
Faouzi Lahbi,M,24.0,176.0,60.0,Morocco,1984,Summer,Los Angeles,United States
Hussein Al-Aameri,M,25.0,177.0,80.0,Iraq,2016,Summer,Rio de Janeiro,Brazil
"Theobald ""Theo"" Josef Merkel",M,33.0,181.0,78.0,Germany,1968,Winter,Grenoble,France
Liliana Cian,F,16.0,160.0,53.0,Colombia,1976,Summer,Montreal,Canada
Stefania Pirozzi,F,22.0,170.0,59.0,Italy,2016,Summer,Rio de Janeiro,Brazil
Giuseppe Puli,M,27.0,180.0,70.0,Italy,1992,Winter,Albertville,France
Emmanuel Chedal,M,19.0,183.0,60.0,France,2002,Winter,Salt Lake City,United States
Hanne Mandsfeldt Eriksen,F,23.0,170.0,67.0,Denmark,1984,Summer,Los Angeles,United States
Caroline Masson,F,27.0,173.0,72.0,Germany,2016,Summer,Rio de Janeiro,Brazil
Vebjrn Rodal,M,19.0,188.0,78.0,Norway,1992,Summer,Barcelona,Spain
Lacy Janson,F,29.0,178.0,66.0,United States,2012,Summer,London,United Kingdom
Daniel Kelly,M,30.0,183.0,90.0,Australia,2008,Summer,Beijing,China
Alex Leonardo Quinez Martnez,M,22.0,176.0,65.0,Ecuador,2012,Summer,London,United Kingdom
Ann-Marie Elisabeth Karlsson,F,23.0,164.0,50.0,Sweden,1992,Winter,Albertville,France
Anja arman,F,19.0,174.0,69.0,Slovenia,2004,Summer,Athina,Greece
Richard Anthony Hoad,M,61.0,180.9383562,82.79827586,Barbados,1992,Summer,Barcelona,Spain
Joanna ochowska,F,23.0,190.0,53.0,Poland,2012,Summer,London,United Kingdom
Christian Marie Auguste d'Oriola,M,31.0,178.0,75.0,France,1960,Summer,Roma,Italy
Neville Hunte,M,24.0,178.0,69.0,Guyana,1972,Summer,Munich,Germany
Constanze Blum,F,25.0,162.0,52.0,Germany,1998,Winter,Nagano,Japan
Heo Chang-Beom,M,23.0,177.0,75.0,"Korea, Rep.",1964,Summer,Tokyo,Japan
Tang Yi,F,15.0,178.0,70.0,China,2008,Summer,Beijing,China
Kenneth Cheruiyot,M,26.0,173.0,53.0,Kenya,2000,Summer,Sydney,Australia
Ayumi Kaihori,F,25.0,170.0,63.0,Japan,2012,Summer,London,United Kingdom
yvind Tveter,M,25.0,190.0,89.0,Norway,1980,Winter,Lake Placid,United States
Hu Weidong,M,21.0,198.0,87.0,China,1992,Summer,Barcelona,Spain
Reidar Hjermstad,M,30.0,172.0,61.0,Norway,1968,Winter,Grenoble,France
Hillary Wilson,F,15.0,157.0,65.0,Zimbabwe,1960,Summer,Roma,Italy
"Christopher Lee ""Chris"" Rawlinson",M,28.0,183.0,77.0,United Kingdom,2000,Summer,Sydney,Australia
John Roethlisberger,M,26.0,171.0,73.0,United States,1996,Summer,Atlanta,United States
Ronald Joseph Forbes,M,31.0,191.0,93.0,Cayman Islands,2016,Summer,Rio de Janeiro,Brazil
Krasimir Nikolaev Dunev,M,23.0,170.0,65.0,Bulgaria,1996,Summer,Atlanta,United States
Alexandru Buligan,M,24.0,200.0,89.0,Romania,1984,Summer,Los Angeles,United States
Igor Viktorovich Peremota,M,27.0,191.0,86.0,Russian Federation,2008,Summer,Beijing,China
"Alexander Dalglish Neilson ""Alex"" Breckenridge",M,28.0,176.0,65.0,United States,1960,Summer,Roma,Italy
Kip Alexander Simons,M,23.0,167.4416667,63.1223355,United States,1996,Summer,Atlanta,United States
Jane Warrilow,F,18.0,156.1035156,47.38834476,Australia,1992,Summer,Barcelona,Spain
Orazio Rancati,M,20.0,168.0,63.0,Italy,1960,Summer,Roma,Italy
Silvia Sperber (-Seiderer),F,19.0,157.0,45.0,Germany,1984,Summer,Los Angeles,United States
Andrs Kogovsek,M,38.0,190.0,92.0,Argentina,2012,Summer,London,United Kingdom
Tathiana Garbin,F,27.0,175.0,65.0,Italy,2004,Summer,Athina,Greece
Anastasia Vladimirovna Kuzmina (Shipulina-),F,25.0,180.0,67.0,Slovak Republic,2010,Winter,Vancouver,Canada
Stjepan Jani,M,27.0,184.0,86.0,Croatia,2008,Summer,Beijing,China
Rare Dumitrescu,M,24.0,192.0,84.0,Romania,2008,Summer,Beijing,China
Aleksey Aleksandrovich Alipov,M,32.0,175.0,80.0,Russian Federation,2008,Summer,Beijing,China
Dominique Locatelli,M,23.0,168.0,63.0,France,1984,Winter,Sarajevo,Bosnia and Herzegovina
Arli Chontey,M,24.0,150.0,56.0,Kazakhstan,2016,Summer,Rio de Janeiro,Brazil
Elsa Nielsen,F,22.0,168.1824818,60.91044776,Iceland,1996,Summer,Atlanta,United States
Robert bogar,M,23.0,183.0,72.0,Slovenia,2012,Summer,London,United Kingdom
Nino Schurter,M,30.0,173.0,68.0,Switzerland,2016,Summer,Rio de Janeiro,Brazil
Joseph Mwengi Mutua,M,21.0,170.0,58.0,Kenya,2000,Summer,Sydney,Australia
Pedro Damin Prez Dueas,M,20.0,180.0,72.0,Cuba,1972,Summer,Munich,Germany
Albena Petrova Denkova (-Stavisky),F,27.0,165.0,52.0,Bulgaria,2002,Winter,Salt Lake City,United States
Yu Yanhong,F,32.0,168.0,58.0,China,2008,Summer,Beijing,China
Karen Elizabeth Stives,F,33.0,160.0,48.0,United States,1984,Summer,Los Angeles,United States
Inna Vitalyevna Kapishina,F,19.0,170.0,56.0,Belarus,2004,Summer,Athina,Greece
Vandanah Seesurun,F,18.0,168.1824818,60.91044776,Mauritius,1992,Summer,Barcelona,Spain
Hiroshi Katayama,M,28.0,170.0,69.0,Japan,1968,Summer,Mexico City,Mexico
Andrew Utting,M,26.0,187.0,98.0,Australia,2004,Summer,Athina,Greece
Harun Doan,M,28.0,165.0,58.0,Turkey,2004,Summer,Athina,Greece
Brice Emmanuel Guyart,M,19.0,186.0,75.0,France,2000,Summer,Sydney,Australia
Ramona Pagel (Ebert-),F,26.0,182.0,82.0,United States,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Draymond Jamal Green,M,26.0,200.0,104.0,United States,2016,Summer,Rio de Janeiro,Brazil
Viktor Frantsevich Zhdanovich,M,22.0,182.0,78.0,Russian Federation,1960,Summer,Roma,Italy
Pekka Veli Rauhala,M,32.0,179.0,65.0,Finland,1992,Summer,Barcelona,Spain
Robert Colville Crowe,M,23.0,188.0,82.0,Australia,1992,Summer,Barcelona,Spain
Markus Arthur Germann,M,21.0,173.210356,65.45238095,Switzerland,1964,Winter,Innsbruck,Austria
Lyanne Miyuki Kosaka,F,18.0,158.0,54.0,Brazil,1992,Summer,Barcelona,Spain
Alessandra Cristina Pescosta,F,24.0,165.0,58.0,Italy,1998,Winter,Nagano,Japan
Park Sam-Gyu,M,32.0,175.0,75.0,"Korea, Rep.",1964,Summer,Tokyo,Japan
Patricia Alonso Jimnez,F,25.0,170.0,78.0,Spain,2004,Summer,Athina,Greece
Aneta Maria Szczepaska,F,22.0,170.0,65.0,Poland,1996,Summer,Atlanta,United States
Dominique Berna,F,28.0,160.0,55.0,France,1992,Summer,Barcelona,Spain
Marisa Masullo,F,25.0,170.0,60.0,Italy,1984,Summer,Los Angeles,United States
"Matthew Alexander ""Matt"" Dryke",M,25.0,183.0,75.0,United States,1984,Summer,Los Angeles,United States
"Jennifer Ann ""Jenny"" Smart",F,17.0,170.0,61.0,United Kingdom,1960,Summer,Roma,Italy
Klaus Kste,M,21.0,164.0,61.0,Germany,1964,Summer,Tokyo,Japan
Jean Barr,M,27.0,178.0,71.0,Canada,1972,Summer,Munich,Germany
Guo Weiyang,M,24.0,160.0,52.0,China,2012,Summer,London,United Kingdom
Sameh Soliman,M,26.0,182.0,76.0,"Egypt, Arab Rep.",1968,Summer,Mexico City,Mexico
Eduard Antonovich Matusevich,M,26.0,189.0,87.0,Russian Federation,1964,Winter,Innsbruck,Austria
Lars Henrik Jangvall,M,21.0,194.0,81.0,Sweden,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Bernardo Reis Lopes Rocha,M,27.0,181.0,95.0,Brazil,2016,Summer,Rio de Janeiro,Brazil
Olqa Panarina-smaylova,F,26.0,170.0,71.0,Belarus,2012,Summer,London,United Kingdom
Laura lodie Flessel-Colovic,F,32.0,171.0,55.0,France,2004,Summer,Athina,Greece
Hla Nyunt,M,22.0,160.0,50.0,Myanmar,1960,Summer,Roma,Italy
Beatrice Brki (-Gautschi),F,23.0,166.0,62.0,Switzerland,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Andrea Giani,M,30.0,196.0,97.0,Italy,2000,Summer,Sydney,Australia
Park Ji-Seong,M,19.0,175.0,70.0,"Korea, Rep.",2000,Summer,Sydney,Australia
"Timothy James Carrington ""Tim"" Foster",M,22.0,190.0,89.0,United Kingdom,1992,Summer,Barcelona,Spain
Aleksandr Nikolayevich Gukov,M,28.0,182.0,75.0,Belarus,2000,Summer,Sydney,Australia
Hans-Georg Reimann,M,23.0,180.0,65.0,Germany,1964,Summer,Tokyo,Japan
Gilmar Lus Rinaldi,M,25.0,185.0,82.0,Brazil,1984,Summer,Los Angeles,United States
Paolo Silvestri,M,25.0,170.0,65.0,Italy,1992,Winter,Albertville,France
Josef Loidl,M,25.0,168.0,70.0,Austria,1972,Winter,Sapporo,Japan
Kirsten Sweetland,F,27.0,163.0,49.0,Canada,2016,Summer,Rio de Janeiro,Brazil
Pavel Anatolyevich Gayduk,M,25.0,178.0,70.0,Kazakhstan,2002,Winter,Salt Lake City,United States
Jochen Sachse,M,23.0,193.0,112.0,Germany,1972,Summer,Munich,Germany
Jani Nikanor Sievinen,M,26.0,181.0,79.0,Finland,2000,Summer,Sydney,Australia
Alessandra Sensini,F,34.0,170.0,55.0,Italy,2004,Summer,Athina,Greece
Maria Noel,F,18.0,165.0,55.0,Virgin Islands (U.S.),1996,Summer,Atlanta,United States
Shigeaki Uchino,M,33.0,170.0,66.0,Japan,1964,Summer,Tokyo,Japan
Stefan Groothuis,M,24.0,181.0,78.0,Netherlands,2006,Winter,Torino,Italy
"Jules Timothy ""Tim"" Brabants",M,23.0,189.0,88.0,United Kingdom,2000,Summer,Sydney,Australia
Adam David Vernon Foote,M,34.0,188.0,97.0,Canada,2006,Winter,Torino,Italy
Manfred Schmid,M,23.0,180.0,87.0,Austria,1968,Winter,Grenoble,France
Claudio G. Yafuso,M,18.0,164.0,68.0,Argentina,1988,Summer,Seoul,"Korea, Dem. People’s Rep."
Shani Earl Davis,M,23.0,188.0,86.0,United States,2006,Winter,Torino,Italy
"Deborah ""Deb"" Murrell",F,29.0,155.0,51.0,United Kingdom,1996,Summer,Atlanta,United States
John Warhurst,M,27.0,167.0,61.0,United Kingdom,1972,Summer,Munich,Germany
Edwin Torres,M,21.0,187.0,68.0,Puerto Rico,1968,Summer,Mexico City,Mexico
Ignacio de Jesus Prado Jurez,M,22.0,178.0,65.0,Mexico,2016,Summer,Rio de Janeiro,Brazil
Rudel Obreja,M,18.0,175.0,67.0,Romania,1984,Summer,Los Angeles,United States
